,entityName,state,year,quarter,count,amount
2370,110017,delhi,2018,3,258015,352574250.94401735
2371,110086,delhi,2018,3,245945,358303967.45790994
2372,central delhi,delhi,2018,4,9373395,13878492766.290386
2373,new delhi,delhi,2018,4,3230268,5091082007.824482
2374,west,delhi,2018,4,2678986,3650604507.6334457
2375,south east delhi,delhi,2018,4,2675009,3473400560.128728
2376,north west,delhi,2018,4,2221592,2514145474.579898
2377,east,delhi,2018,4,2073615,2113753353.5608745
2378,north,delhi,2018,4,1864549,2189129077.3478146
2379,south,delhi,2018,4,1769675,2243831444.013054
2380,south west,delhi,2018,4,1535302,2165326033.913863
2381,shahdara,delhi,2018,4,987533,1305320182.496128
2382,110006,delhi,2018,4,7532374,11605568511.039162
2383,110011,delhi,2018,4,1004469,1831113485.777926
2384,110092,delhi,2018,4,914584,1110500735.313008
2385,110085,delhi,2018,4,740562,742723940.429451
2386,110096,delhi,2018,4,736161,612895056.8192222
2387,110059,delhi,2018,4,719812,986887698.7894223
2388,110009,delhi,2018,4,564839,493331394.91526395
2389,110044,delhi,2018,4,534021,705540529.5598335
2390,110086,delhi,2018,4,483356,559443729.1885632
2391,110084,delhi,2018,4,444895,498314622.1869528
2392,central delhi,delhi,2019,1,12885975,16258175800.83931
2393,new delhi,delhi,2019,1,10000765,13939472234.96883
2394,south east delhi,delhi,2019,1,4177871,4783209115.672518
2395,west,delhi,2019,1,3962949,5022146273.196945
2396,east,delhi,2019,1,3074036,2994257491.1936464
2397,north west,delhi,2019,1,3030848,3421611240.905769
2398,south,delhi,2019,1,2571440,2944578121.8940973
2399,north,delhi,2019,1,2528129,2919441273.8433604
2400,south west,delhi,2019,1,2287011,2903464344.436347
2401,shahdara,delhi,2019,1,1402956,1800644587.5922666
2402,110006,delhi,2019,1,10251048,13201959766.05106
2403,110011,delhi,2019,1,6689740,9632804730.117004
2404,110092,delhi,2019,1,1338865,1491547286.5742178
2405,110096,delhi,2019,1,1147179,942411471.2496617
2406,110059,delhi,2019,1,1102256,1353649564.4267766
2407,110044,delhi,2019,1,911319,992029881.5990217
2408,110085,delhi,2019,1,897857,1004048654.1151873
2409,110009,delhi,2019,1,784279,667132914.2682186
2410,110086,delhi,2019,1,716724,793361296.1829444
2411,110084,delhi,2019,1,665598,672267841.4176044
2412,new delhi,delhi,2019,2,23313548,36146671717.918365
2413,central delhi,delhi,2019,2,8821530,12827351677.982723
2414,west,delhi,2019,2,4273168,5964570040.981258
2415,south east delhi,delhi,2019,2,4093477,5354348696.201298
2416,east,delhi,2019,2,3157212,3432947910.8653455
2417,north west,delhi,2019,2,3032525,3903083209.051039
2418,south,delhi,2019,2,2809313,3393506108.0570455
2419,north,delhi,2019,2,2646708,3429942978.9386187
2420,south west,delhi,2019,2,2441752,3375124289.347537
2421,shahdara,delhi,2019,2,1439856,2125041674.940278
2422,110011,delhi,2019,2,20001452,31366326747.68567
2423,110006,delhi,2019,2,5952051,9212997949.364445
2424,110092,delhi,2019,2,1447420,1699242347.4031253
2425,110059,delhi,2019,2,1253433,1644775347.69461
2426,110096,delhi,2019,2,1135062,1082885032.8386319
2427,110009,delhi,2019,2,898421,797946868.5506189
2428,110085,delhi,2019,2,880534,1078187904.9529653
2429,110044,delhi,2019,2,854696,1047982166.451843
2430,110084,delhi,2019,2,761728,787872356.5232568
2431,110086,delhi,2019,2,743531,949262913.5271858
2432,new delhi,delhi,2019,3,24687138,43288057341.92169
2433,central delhi,delhi,2019,3,10383905,15911065630.894386
2434,west,delhi,2019,3,5923192,8122173371.353607
2435,south east delhi,delhi,2019,3,5633818,7118731074.594847
2436,east,delhi,2019,3,4260289,4563965029.464273
2437,south,delhi,2019,3,4067756,4543363283.628731
2438,north west,delhi,2019,3,4036365,5327025172.802139
2439,north,delhi,2019,3,3597191,4566145276.173758
2440,south west,delhi,2019,3,3392924,4564338750.415346
2441,shahdara,delhi,2019,3,1929681,2840221012.8598523
2442,110011,delhi,2019,3,20159577,36968948004.60185
2443,110006,delhi,2019,3,6299017,10912628365.81145
2444,110092,delhi,2019,3,2006597,2258924174.716863
2445,110059,delhi,2019,3,1788522,2253162583.953211
2446,110096,delhi,2019,3,1488979,1427478230.846286
2447,110009,delhi,2019,3,1268184,1094109975.602434
2448,110044,delhi,2019,3,1189402,1394782340.6362467
2449,110085,delhi,2019,3,1143433,1473510184.2576675
2450,110084,delhi,2019,3,1090367,1088711860.4351394
2451,110086,delhi,2019,3,1020400,1300031393.1499472
2452,new delhi,delhi,2019,4,29048107,54398427887.76768
2453,central delhi,delhi,2019,4,13130548,21110784970.602043
2454,west,delhi,2019,4,6541869,9822841229.050655
2455,south east delhi,delhi,2019,4,6387755,8697135102.682934
2456,east,delhi,2019,4,4787770,5518543582.019401
2457,south,delhi,2019,4,4672501,5360121273.421125
2458,north west,delhi,2019,4,4376687,6492920778.373013
2459,north,delhi,2019,4,3982235,5440162132.4586935
2460,south west,delhi,2019,4,3796919,5538272503.100773
2461,shahdara,delhi,2019,4,2149197,3597910765.0530796
2462,110011,delhi,2019,4,22861243,44827058149.79611
2463,110006,delhi,2019,4,8368797,15084559201.205677
2464,110092,delhi,2019,4,2272569,2702136896.6952114
2465,110059,delhi,2019,4,1984491,2741932677.6558237
2466,110001,delhi,2019,4,1849024,3191582302.768433
2467,110096,delhi,2019,4,1674228,1768512484.805336
2468,110009,delhi,2019,4,1382755,1206710372.6650624
2469,110044,delhi,2019,4,1326108,1772763519.7800238
2470,110084,delhi,2019,4,1232175,1264237271.8626359
2471,110085,delhi,2019,4,1210245,1750799876.419736
2472,central delhi,delhi,2020,1,24757650,41219414205.06069
2473,new delhi,delhi,2020,1,17899322,34941263526.20205
2474,west,delhi,2020,1,6627571,10519670848.51133
2475,south east delhi,delhi,2020,1,6523345,9238065831.407085
2476,east,delhi,2020,1,4783041,5861493191.072474
2477,south,delhi,2020,1,4578729,5702232003.384875
2478,north west,delhi,2020,1,4394010,7009463341.814796
2479,north,delhi,2020,1,4134350,5959728045.553724
2480,south west,delhi,2020,1,3956004,6031191820.22498
2481,shahdara,delhi,2020,1,2148023,3847703306.254819
2482,110006,delhi,2020,1,19881142,34803706848.31907
2483,110001,delhi,2020,1,13167147,27716426760.692245
2484,110092,delhi,2020,1,2246745,2823169243.2567444
2485,110059,delhi,2020,1,2017770,2959094976.1602616
2486,110096,delhi,2020,1,1688246,1871584508.1730154
2487,110044,delhi,2020,1,1390523,1922874548.8064523
2488,110009,delhi,2020,1,1380723,1274244659.2709315
2489,110084,delhi,2020,1,1309355,1389601330.3081732
2490,110086,delhi,2020,1,1195886,1853976915.1743221
2491,110085,delhi,2020,1,1143958,1865166271.1465106
2492,central delhi,delhi,2020,2,17641823,30418597739.3527
2493,new delhi,delhi,2020,2,13713658,27033383045.67708
2494,west,delhi,2020,2,5753319,8981471481.485285
2495,south east delhi,delhi,2020,2,5215263,7084670452.703098
2496,north west,delhi,2020,2,4270005,6452332763.460186
2497,south west,delhi,2020,2,4193591,6168338438.737105
2498,east,delhi,2020,2,4005780,5059627017.012638
2499,south,delhi,2020,2,3631140,4698622938.32077
2500,north,delhi,2020,2,3462809,5258808051.479293
2501,north east,delhi,2020,2,2229412,3393429629.3164525
2502,110006,delhi,2020,2,14401400,26006450222.981194
2503,110001,delhi,2020,2,9780539,21370003546.27849
2504,110059,delhi,2020,2,2139941,3106872097.1137457
2505,110092,delhi,2020,2,1562004,2182879654.086957
2506,110096,delhi,2020,2,1551398,1650561683.11692
2507,110044,delhi,2020,2,1481070,1868445423.8846254
2508,110086,delhi,2020,2,1425918,1945806083.208838
2509,110084,delhi,2020,2,1182392,1341676545.7617817
2510,110043,delhi,2020,2,1097029,1679247771.8664317
2511,110042,delhi,2020,2,1024179,1489023979.0887425
2512,central delhi,delhi,2020,3,32203761,61527717933.93762
2513,new delhi,delhi,2020,3,17268250,34516772051.491745
2514,west,delhi,2020,3,8231034,14963814238.681545
2515,south east delhi,delhi,2020,3,7402382,11175362187.684738
2516,north west,delhi,2020,3,5785656,10454717366.918316
2517,south west,delhi,2020,3,5547370,8927576871.08003
2518,east,delhi,2020,3,5054670,7198767026.72743
2519,north,delhi,2020,3,4691610,8507808245.57009
2520,south,delhi,2020,3,4564631,6503381595.242459
2521,north east,delhi,2020,3,2910048,5488227059.169053
2522,110006,delhi,2020,3,27731187,53768475790.81149
2523,110001,delhi,2020,3,11598940,25361403335.98009
2524,110059,delhi,2020,3,2674239,4417666366.34634
2525,110092,delhi,2020,3,2031141,3182611926.904725
2526,110096,delhi,2020,3,1923493,2318443412.1157193
2527,110044,delhi,2020,3,1896683,2685180754.174213
2528,110086,delhi,2020,3,1744045,2969194473.03322
2529,110085,delhi,2020,3,1483956,2736097759.7076325
2530,110043,delhi,2020,3,1396108,2434306758.173875
2531,110084,delhi,2020,3,1373338,1948942318.7405493
2532,central delhi,delhi,2020,4,32194168,61575435521.28283
2533,new delhi,delhi,2020,4,19719782,37020451053.1837
2534,west,delhi,2020,4,12092280,22395396964.83783
2535,south east delhi,delhi,2020,4,11414146,17130268130.317047
2536,north west,delhi,2020,4,8026101,14953244692.580374
2537,south west,delhi,2020,4,7745403,12646111042.466732
2538,east,delhi,2020,4,7410660,10725439312.082693
2539,south,delhi,2020,4,6797385,9578135719.354939
2540,north,delhi,2020,4,6775272,12208521800.583145
2541,shahdara,delhi,2020,4,4208254,9392225302.24066
2542,110006,delhi,2020,4,24969702,48831647275.471146
2543,110001,delhi,2020,4,11221269,23683912773.698063
2544,110059,delhi,2020,4,3799438,6329566157.156872
2545,110092,delhi,2020,4,3221230,4899618245.881683
2546,110096,delhi,2020,4,2718700,3438345039.6265783
2547,110044,delhi,2020,4,2649861,3913817688.1879444
2548,110086,delhi,2020,4,2341470,4223424733.318021
2549,110085,delhi,2020,4,2068385,3843461574.789345
2550,110084,delhi,2020,4,2050059,2865234907.8525743
2551,110043,delhi,2020,4,1917099,3480992953.596157
2552,central delhi,delhi,2021,1,54173342,90711721159.77658
2553,new delhi,delhi,2021,1,31953482,53832767509.43621
2554,west,delhi,2021,1,12363374,23133622270.239567
2555,south east delhi,delhi,2021,1,12287216,18449868327.686386
2556,north west,delhi,2021,1,8024587,15349170514.54198
2557,east,delhi,2021,1,7874737,11290580992.027351
2558,south west,delhi,2021,1,7721739,12780255587.51034
2559,south,delhi,2021,1,7428356,10208060134.038582
2560,north,delhi,2021,1,7199592,12976771848.005224
2561,shahdara,delhi,2021,1,4235592,9595155648.30619
2562,110006,delhi,2021,1,46104924,76683904356.11441
2563,110001,delhi,2021,1,22666307,39323613369.92937
2564,110059,delhi,2021,1,3737331,6348263610.015632
2565,110092,delhi,2021,1,3556986,5257050588.351093
2566,110096,delhi,2021,1,2839758,3612504308.4823294
2567,110044,delhi,2021,1,2645743,3938469447.3783674
2568,110086,delhi,2021,1,2287534,4240411610.532942
2569,110084,delhi,2021,1,2162372,2985492471.767673
2570,110025,delhi,2021,1,2149774,2920917417.1440935
2571,110085,delhi,2021,1,2084799,3980312902.164116
2572,central delhi,delhi,2021,2,62131856,100895875737.76091
2573,new delhi,delhi,2021,2,36788618,60387138441.32027
2574,west,delhi,2021,2,12217454,22460950400.13157
2575,south east delhi,delhi,2021,2,11519378,17106146861.933064
2576,north west,delhi,2021,2,8373397,15462806103.953077
2577,south west,delhi,2021,2,8208259,13456640547.363726
2578,east,delhi,2021,2,7486985,10978698462.135324
2579,south,delhi,2021,2,7346726,9956087387.089846
2580,north,delhi,2021,2,7283521,13045029034.825657
2581,north east,delhi,2021,2,4567057,9118331386.987755
2582,110006,delhi,2021,2,54888173,88849307061.744
2583,110001,delhi,2021,2,27812030,47085593041.870026
2584,110059,delhi,2021,2,4052872,6828937673.963655
2585,110092,delhi,2021,2,3163351,4866794837.461931
2586,110044,delhi,2021,2,2832954,4116839483.335168
2587,110096,delhi,2021,2,2782115,3579728478.2270203
2588,110086,delhi,2021,2,2638400,4600117752.808466
2589,110084,delhi,2021,2,2220724,3106104150.789544
2590,110043,delhi,2021,2,2144919,3831289083.036586
2591,110094,delhi,2021,2,2055104,4068426801.7544923
2592,central delhi,delhi,2021,3,88849847,137311394953.58371
2593,new delhi,delhi,2021,3,50089446,77874603330.18227
2594,south east delhi,delhi,2021,3,17254936,25283744433.53666
2595,west,delhi,2021,3,17186832,31879892281.09146
2596,north west,delhi,2021,3,11436200,21133053482.335484
2597,south west,delhi,2021,3,10691277,17385987188.960205
2598,east,delhi,2021,3,10407086,14944795668.028805
2599,south,delhi,2021,3,10381321,13789719686.570164
2600,north,delhi,2021,3,10359707,18205778951.817303
2601,shahdara,delhi,2021,3,6108459,13750322170.230267
2602,110006,delhi,2021,3,77515502,117511789786.6426
2603,110001,delhi,2021,3,37098256,58772291724.99803
2604,110059,delhi,2021,3,5085859,8604119136.980774
2605,110092,delhi,2021,3,4717758,6986398683.703991
2606,110044,delhi,2021,3,3751590,5383137560.067832
2607,110096,delhi,2021,3,3708201,4715948100.740036
2608,110086,delhi,2021,3,3291024,5909926857.842232
2609,110025,delhi,2021,3,2992099,4083552200.602017
2610,110084,delhi,2021,3,2951800,4093050255.6921024
2611,110085,delhi,2021,3,2936940,5522652836.145384
2612,central delhi,delhi,2021,4,111134916,177625511230.04297
2613,new delhi,delhi,2021,4,61634107,99244375372.27344
2614,south east delhi,delhi,2021,4,21366628,32122243404.91709
2615,west,delhi,2021,4,20430656,39890704519.6619
2616,north west,delhi,2021,4,13585992,26091698381.40573
2617,south,delhi,2021,4,12510023,16942839763.775913
2618,north,delhi,2021,4,12503180,22723650290.401375
2619,south west,delhi,2021,4,12404698,21054166955.724888
2620,east,delhi,2021,4,12092666,18447833006.757885
2621,shahdara,delhi,2021,4,7518346,17929102853.313446
2622,110006,delhi,2021,4,96850347,152021116180.99402
2623,110001,delhi,2021,4,45632512,75082085294.90857
2624,110059,delhi,2021,4,5943757,10518242489.28677
2625,110092,delhi,2021,4,5571112,8499318004.834803
2626,110044,delhi,2021,4,4462678,6696444242.114
2627,110096,delhi,2021,4,4227391,5949257362.615062
2628,110025,delhi,2021,4,3961746,5551790404.003318
2629,110086,delhi,2021,4,3930362,7373955799.234581
2630,110084,delhi,2021,4,3455659,5003762511.4679985
2631,110085,delhi,2021,4,3441469,6668420149.437773
2632,central delhi,delhi,2022,1,128309915,198072597274.588
2633,new delhi,delhi,2022,1,71006225,110657872546.40234
2634,south east delhi,delhi,2022,1,23146633,34276252396.92598
2635,west,delhi,2022,1,22748647,43283043830.88957
2636,north west,delhi,2022,1,14899833,28208907241.065834
2637,north,delhi,2022,1,14076598,25099334230.75274
2638,south west,delhi,2022,1,13659485,22636957994.996166
2639,south,delhi,2022,1,13519253,17982839888.57036
2640,east,delhi,2022,1,13032988,19771730745.94047
2641,north east,delhi,2022,1,8357217,17814230282.345295
2642,110006,delhi,2022,1,112708284,170854549748.09644
2643,110001,delhi,2022,1,53611907,85366127462.83116
2644,110059,delhi,2022,1,6517564,11297429691.411884
2645,110092,delhi,2022,1,5941201,9009246553.242567
2646,110044,delhi,2022,1,4830269,7219702543.544838
2647,110096,delhi,2022,1,4584596,6478571783.238957
2648,110025,delhi,2022,1,4301886,5948489833.09691
2649,110086,delhi,2022,1,4286737,8020809205.490483
2650,110084,delhi,2022,1,3775690,5458246572.274104
2651,110041,delhi,2022,1,3769917,7362518721.575321
2652,north goa,goa,2018,1,95114,187108291.98525044
2653,south goa,goa,2018,1,65783,116748450.35783319
2654,403401,goa,2018,1,9837,17568338.79799645
2655,403722,goa,2018,1,9744,11322633.100998443
2656,403001,goa,2018,1,9291,25097908.117774002
2657,403516,goa,2018,1,8665,20955481.734586556
2658,403601,goa,2018,1,7816,15253400.125428408
2659,403802,goa,2018,1,5727,15622484.682305358
2660,403507,goa,2018,1,5612,11326760.334392622
2661,403521,goa,2018,1,5338,9688097.036790483
2662,403005,goa,2018,1,4803,7997260.160450119
2663,403804,goa,2018,1,4750,6591109.622970567
2664,north goa,goa,2018,2,133429,290814882.35943836
2665,south goa,goa,2018,2,96146,187788942.99917686
2666,403001,goa,2018,2,14264,42305543.14160389
2667,403722,goa,2018,2,14234,21311964.080055088
2668,403401,goa,2018,2,12720,24033686.038916767
2669,403601,goa,2018,2,12610,25616691.07949473
2670,403516,goa,2018,2,11029,31197737.216437142
2671,403802,goa,2018,2,8562,22358630.0928068
2672,403507,goa,2018,2,8020,16272457.977497825
2673,403521,goa,2018,2,7639,17220070.153678477
2674,403804,goa,2018,2,6900,11804389.773063881
2675,403005,goa,2018,2,5665,11613049.902262434
2676,north goa,goa,2018,3,194726,421264288.45388794
2677,south goa,goa,2018,3,144785,291902680.78434587
2678,403722,goa,2018,3,22917,33996326.905014634
2679,403001,goa,2018,3,22113,65175719.31863793
2680,403601,goa,2018,3,17903,40436318.02285242
2681,403401,goa,2018,3,16296,32348257.544165842
2682,403516,goa,2018,3,14608,40797130.68329917
2683,403521,goa,2018,3,11974,24385856.599048506
2684,403507,goa,2018,3,11946,24276446.699803285
2685,403802,goa,2018,3,11877,35494034.94870578
2686,403710,goa,2018,3,10563,13827083.058513794
2687,403804,goa,2018,3,8901,15925722.27251947
2688,north goa,goa,2018,4,305380,714879898.599603
2689,south goa,goa,2018,4,209375,438125180.3228017
2690,403722,goa,2018,4,35544,50505207.291698724
2691,403001,goa,2018,4,32336,92617451.5407976
2692,403516,goa,2018,4,28227,80392196.0785678
2693,403601,goa,2018,4,26619,61260100.20156902
2694,403401,goa,2018,4,25089,52196415.07646713
2695,403521,goa,2018,4,18212,42707960.5111669
2696,403507,goa,2018,4,17757,39324040.12836148
2697,403802,goa,2018,4,16922,45556297.049840055
2698,403710,goa,2018,4,14586,20619676.600668464
2699,403515,goa,2018,4,12864,36191963.10593755
2700,north goa,goa,2019,1,441807,940864352.317215
2701,south goa,goa,2019,1,297005,534459044.9593618
2702,403722,goa,2019,1,52100,65683966.67567325
2703,403516,goa,2019,1,49429,120568641.04708979
2704,403001,goa,2019,1,48157,117126419.80409841
2705,403601,goa,2019,1,40500,72041015.08431391
2706,403401,goa,2019,1,34688,69409662.83687635
2707,403507,goa,2019,1,25462,54691868.07654284
2708,403521,goa,2019,1,24945,51936751.3167674
2709,403802,goa,2019,1,23939,57966580.45296638
2710,403710,goa,2019,1,19391,25831797.922720797
2711,403515,goa,2019,1,18550,50212250.01811467
2712,north goa,goa,2019,2,470250,1020834861.8525431
2713,south goa,goa,2019,2,298191,571032241.535074
2714,403516,goa,2019,2,57502,140158213.78222042
2715,403001,goa,2019,2,50187,132034209.74153921
2716,403722,goa,2019,2,46052,69733882.07660605
2717,403601,goa,2019,2,44713,84650318.23221943
2718,403401,goa,2019,2,35486,73280500.60831174
2719,403802,goa,2019,2,26923,62896772.91372284
2720,403521,goa,2019,2,26720,60016280.44808927
2721,403507,goa,2019,2,26362,55923459.27119877
2722,403005,goa,2019,2,22682,46886341.52291346
2723,403515,goa,2019,2,19989,53445689.19045977
2724,north goa,goa,2019,3,673971,1293013307.2683115
2725,south goa,goa,2019,3,418445,707353884.2285295
2726,403001,goa,2019,3,76717,190634992.80205646
2727,403516,goa,2019,3,72782,153953785.33328107
2728,403601,goa,2019,3,65384,112165356.47320148
2729,403722,goa,2019,3,58525,81441507.5393357
2730,403401,goa,2019,3,53766,100238324.18056624
2731,403521,goa,2019,3,43429,77069541.92646293
2732,403507,goa,2019,3,39517,70585529.42320849
2733,403802,goa,2019,3,38669,80096433.45362031
2734,403515,goa,2019,3,27668,61086760.88481556
2735,403005,goa,2019,3,27014,66619911.01644364
2736,north goa,goa,2019,4,980231,1963621433.5422535
2737,south goa,goa,2019,4,535041,959838914.9572154
2738,403516,goa,2019,4,135378,292464329.40128493
2739,403001,goa,2019,4,106136,274328742.6405559
2740,403601,goa,2019,4,82485,154011504.60519874
2741,403722,goa,2019,4,69794,101338410.79671639
2742,403401,goa,2019,4,67906,126015373.96237186
2743,403521,goa,2019,4,62840,110927788.74862257
2744,403507,goa,2019,4,55086,106950656.23655891
2745,403802,goa,2019,4,47438,99171215.86013775
2746,403515,goa,2019,4,45767,103157548.62163651
2747,403509,goa,2019,4,44608,88622164.20410326
2748,north goa,goa,2020,1,1277387,2374507200.865538
2749,south goa,goa,2020,1,603850,1035864031.0582266
2750,403516,goa,2020,1,191898,368233387.98176056
2751,403001,goa,2020,1,181964,419066205.0266466
2752,403601,goa,2020,1,92215,169975147.56472602
2753,403401,goa,2020,1,87357,151470379.04268157
2754,403722,goa,2020,1,77810,107097598.3548781
2755,403521,goa,2020,1,74055,124787715.79154593
2756,403507,goa,2020,1,66856,120959303.59654321
2757,403515,goa,2020,1,59435,129517496.98445582
2758,403509,goa,2020,1,59406,109711951.40708037
2759,403802,goa,2020,1,58884,120845363.58208416
2760,north goa,goa,2020,2,883695,1294651809.391935
2761,south goa,goa,2020,2,598397,888964620.6248364
2762,403001,goa,2020,2,104077,201722910.30992788
2763,403401,goa,2020,2,82301,131689536.39495003
2764,403601,goa,2020,2,81918,132438816.34414929
2765,403722,goa,2020,2,74903,96657132.99605414
2766,403802,goa,2020,2,61104,118807661.66847572
2767,403507,goa,2020,2,59280,90142313.17402735
2768,403521,goa,2020,2,53506,69189469.4578091
2769,403710,goa,2020,2,42485,54164312.08651282
2770,403512,goa,2020,2,37359,50467381.80841158
2771,403516,goa,2020,2,36500,49911400.72982073
2772,north goa,goa,2020,3,1165122,2087621922.6831622
2773,south goa,goa,2020,3,750409,1280721658.2614956
2774,403001,goa,2020,3,290028,642201696.1086454
2775,403601,goa,2020,3,108610,201400826.61977273
2776,403401,goa,2020,3,102498,187564533.42317834
2777,403722,goa,2020,3,98151,137838508.5320889
2778,403802,goa,2020,3,82424,169072236.57004094
2779,403507,goa,2020,3,72366,123686880.73359972
2780,403521,goa,2020,3,55838,87669159.90367323
2781,403710,goa,2020,3,49056,66953740.986312434
2782,403801,goa,2020,3,47326,88705938.65996572
2783,403512,goa,2020,3,39780,64358559.460581675
2784,north goa,goa,2020,4,2504378,4712001378.742861
2785,south goa,goa,2020,4,1297003,2187791368.837076
2786,403001,goa,2020,4,442303,1003262762.8099118
2787,403516,goa,2020,4,341199,647782223.4899273
2788,403601,goa,2020,4,185424,336967381.7900932
2789,403401,goa,2020,4,163622,298007827.74816597
2790,403722,goa,2020,4,158787,207336070.7699212
2791,403802,goa,2020,4,140557,255249103.41848332
2792,403507,goa,2020,4,127715,227370371.3648451
2793,403509,goa,2020,4,122477,216907309.71941936
2794,403518,goa,2020,4,109287,204571207.0442194
2795,403521,goa,2020,4,108192,198701199.0398263
2796,north goa,goa,2021,1,3797921,7119400649.563017
2797,south goa,goa,2021,1,1533628,2637842229.458396
2798,403001,goa,2021,1,900379,1813311525.497085
2799,403516,goa,2021,1,608783,1124876181.580154
2800,403509,goa,2021,1,219443,342997313.27164125
2801,403601,goa,2021,1,216236,392116727.1101128
2802,403518,goa,2021,1,198518,343463927.6784506
2803,403401,goa,2021,1,194115,355392238.3083636
2804,403515,goa,2021,1,174697,370042392.7646188
2805,403722,goa,2021,1,171177,217740794.93573526
2806,403802,goa,2021,1,159496,283329944.4390445
2807,403507,goa,2021,1,154751,292443367.5895457
2808,north goa,goa,2021,2,3083639,5391453884.873638
2809,south goa,goa,2021,2,1626496,2621399702.202361
2810,403001,goa,2021,2,1001588,1763922715.9206922
2811,403601,goa,2021,2,223522,384320497.3764209
2812,403401,goa,2021,2,221939,398131964.4125824
2813,403516,goa,2021,2,193862,342436816.4245352
2814,403722,goa,2021,2,190515,229145844.03707737
2815,403802,goa,2021,2,168897,286209153.45422065
2816,403507,goa,2021,2,140659,261136158.75062644
2817,403521,goa,2021,2,121990,201416435.32689095
2818,403512,goa,2021,2,110023,182998989.97435188
2819,403706,goa,2021,2,103193,169324337.47858804
2820,north goa,goa,2021,3,4282602,7042155411.60932
2821,south goa,goa,2021,3,2185161,3436270181.327051
2822,403001,goa,2021,3,1269330,2044070749.06711
2823,403516,goa,2021,3,395262,638515757.9112428
2824,403601,goa,2021,3,317882,555045295.1688402
2825,403401,goa,2021,3,286827,512751065.2781217
2826,403722,goa,2021,3,251178,289428212.9580049
2827,403802,goa,2021,3,237796,371935773.5213637
2828,403507,goa,2021,3,204635,367216100.16554654
2829,403509,goa,2021,3,164288,246987777.71069813
2830,403521,goa,2021,3,154967,238410595.37245578
2831,403512,goa,2021,3,142394,230076995.43356198
2832,north goa,goa,2021,4,7808548,13467044827.548832
2833,south goa,goa,2021,4,3280211,5160212288.320821
2834,403001,goa,2021,4,1935051,3497234194.7621446
2835,403516,goa,2021,4,1192672,2016364161.2772582
2836,403601,goa,2021,4,464535,800465316.2670435
2837,403509,goa,2021,4,437149,679267238.5503191
2838,403401,goa,2021,4,401455,707421144.5787781
2839,403518,goa,2021,4,399671,642590923.3267617
2840,403515,goa,2021,4,367244,714821614.0033742
2841,403802,goa,2021,4,329794,511366456.2412397
2842,403507,goa,2021,4,324042,563749463.5254459
2843,403722,goa,2021,4,321484,375250790.9597401
2844,north goa,goa,2022,1,8513573,14075639843.882042
2845,south goa,goa,2022,1,3700525,5740805558.964066
2846,403001,goa,2022,1,2218382,3849342160.883536
2847,403516,goa,2022,1,1184397,1857474633.5399528
2848,403601,goa,2022,1,520482,871831234.4884224
2849,403401,goa,2022,1,448371,779844720.1042322
2850,403509,goa,2022,1,431325,631078591.084168
2851,403518,goa,2022,1,389844,583453717.5851089
2852,403802,goa,2022,1,383586,579215263.7718663
2853,403507,goa,2022,1,375607,633332980.3002012
2854,403515,goa,2022,1,366783,668639001.0601594
2855,403722,goa,2022,1,352413,387050031.81609297
2856,ahmadabad,gujarat,2018,1,1436152,2153123692.102863
2857,surat,gujarat,2018,1,983723,1346833710.5223997
2858,vadodara,gujarat,2018,1,387998,604645570.2100985
2859,banas kantha,gujarat,2018,1,237457,197883270.21264294
2860,gandhinagar,gujarat,2018,1,237393,318002413.6906459
2861,mahesana,gujarat,2018,1,227748,213031001.6165129
2862,rajkot,gujarat,2018,1,219190,296803513.7880937
2863,kachchh,gujarat,2018,1,217912,316933354.7930958
2864,bharuch,gujarat,2018,1,210073,249246117.13529772
2865,bhavnagar,gujarat,2018,1,182948,171495425.58982483
2866,380018,gujarat,2018,1,423426,548596428.2702155
2867,395006,gujarat,2018,1,162301,214720347.17411375
2868,396427,gujarat,2018,1,97285,157954445.4003239
2869,395010,gujarat,2018,1,86146,142239271.32561636
2870,395004,gujarat,2018,1,78757,100474271.98392478
2871,395003,gujarat,2018,1,66702,100596288.07336298
2872,394210,gujarat,2018,1,66248,82245289.39079314
2873,390001,gujarat,2018,1,56611,94766734.49864133
2874,382350,gujarat,2018,1,55680,80257787.10926825
2875,396191,gujarat,2018,1,47965,57243133.692310214
2876,ahmadabad,gujarat,2018,2,1809774,3307127930.4397454
2877,surat,gujarat,2018,2,1310963,2189526110.381512
2878,vadodara,gujarat,2018,2,528893,975136493.2075567
2879,gandhinagar,gujarat,2018,2,315542,522133969.7111994
2880,banas kantha,gujarat,2018,2,307928,362168353.1498716
2881,bharuch,gujarat,2018,2,289862,428830769.63445514
2882,kachchh,gujarat,2018,2,287874,494142161.9887994
2883,mahesana,gujarat,2018,2,286014,362586915.57954156
2884,rajkot,gujarat,2018,2,283913,465751106.64481115
2885,bhavnagar,gujarat,2018,2,253332,265850891.74358377
2886,380018,gujarat,2018,2,463754,758307877.4611406
2887,395006,gujarat,2018,2,209888,358374308.1652395
2888,396427,gujarat,2018,2,113375,215785248.7215302
2889,395010,gujarat,2018,2,113092,221120822.8047099
2890,395004,gujarat,2018,2,102439,155559046.0178629
2891,395003,gujarat,2018,2,89555,159215956.5852164
2892,394210,gujarat,2018,2,87640,137096417.11532813
2893,382350,gujarat,2018,2,72723,134999275.2524975
2894,390001,gujarat,2018,2,69104,130748423.42890328
