,index,registeredUsers,appOpens,state,year,quarter
10983,chandauli district,124160,605956,uttar-pradesh,2019,2
10984,bhadohi district,92475,462812,uttar-pradesh,2019,2
10985,pratapgarh district,142016,702461,uttar-pradesh,2019,2
10986,saharanpur district,228553,1142688,uttar-pradesh,2019,2
10987,bara banki district,111354,538725,uttar-pradesh,2019,2
10988,bareilly district,318597,1525618,uttar-pradesh,2019,2
10989,sitapur district,144888,553406,uttar-pradesh,2019,2
10990,sultanpur district,122590,642939,uttar-pradesh,2019,2
10991,agra district,461224,2284003,uttar-pradesh,2019,2
10992,fatehpur district,83992,365618,uttar-pradesh,2019,2
10993,rae bareli district,107073,490413,uttar-pradesh,2019,2
10994,firozabad district,137236,605193,uttar-pradesh,2019,2
10995,kheri district,158463,629067,uttar-pradesh,2019,2
10996,gorakhpur district,387961,2091934,uttar-pradesh,2019,2
10997,unnao district,110987,510176,uttar-pradesh,2019,2
10998,prayagraj district,602739,3285624,uttar-pradesh,2019,2
10999,sonbhadra district,120480,662811,uttar-pradesh,2019,2
11000,ghazipur district,213624,1153220,uttar-pradesh,2019,2
11001,farrukhabad district,85295,384237,uttar-pradesh,2019,2
11002,kannauj district,72533,317719,uttar-pradesh,2019,2
11003,azamgarh district,235609,1217447,uttar-pradesh,2019,2
11004,ayodhya district,156282,750453,uttar-pradesh,2019,2
11005,deoria district,199594,1158198,uttar-pradesh,2019,2
11006,ghaziabad district,975605,6433258,uttar-pradesh,2019,2
11007,amethi district,105040,1342325,uttar-pradesh,2019,3
11008,siddharthnagar district,99879,1663441,uttar-pradesh,2019,3
11009,auraiya district,81392,1086852,uttar-pradesh,2019,3
11010,sambhal district,80158,914102,uttar-pradesh,2019,3
11011,kanpur nagar district,655175,10991280,uttar-pradesh,2019,3
11012,aligarh district,301404,4667055,uttar-pradesh,2019,3
11013,mahoba district,42896,501799,uttar-pradesh,2019,3
11014,lucknow district,1124832,22146904,uttar-pradesh,2019,3
11015,sant kabeer nagar district,81569,1187005,uttar-pradesh,2019,3
11016,hathras district,96057,1271021,uttar-pradesh,2019,3
11017,budaun district,104296,1202610,uttar-pradesh,2019,3
11018,moradabad district,198184,2672363,uttar-pradesh,2019,3
11019,kushinagar district,228387,3603260,uttar-pradesh,2019,3
11020,baghpat district,106317,1584692,uttar-pradesh,2019,3
11021,shahjahanpur district,131285,1545078,uttar-pradesh,2019,3
11022,muzaffarnagar district,195954,2676545,uttar-pradesh,2019,3
11023,ambedkar nagar district,134984,1748188,uttar-pradesh,2019,3
11024,bahraich district,90019,1164262,uttar-pradesh,2019,3
11025,jalaun district,103258,1218452,uttar-pradesh,2019,3
11026,rampur district,102150,1315599,uttar-pradesh,2019,3
11027,ballia district,220174,2864754,uttar-pradesh,2019,3
11028,shravasti district,21992,308571,uttar-pradesh,2019,3
11029,kasganj district,63472,804909,uttar-pradesh,2019,3
11030,varanasi district,639586,9534643,uttar-pradesh,2019,3
11031,gautam buddha nagar district,1415905,43577747,uttar-pradesh,2019,3
11032,basti district,142135,2080225,uttar-pradesh,2019,3
11033,shamli district,80923,1100345,uttar-pradesh,2019,3
11034,maharajganj district,148207,2032349,uttar-pradesh,2019,3
11035,etawah district,107062,1432296,uttar-pradesh,2019,3
11036,etah district,86419,1086491,uttar-pradesh,2019,3
11037,banda district,66504,786751,uttar-pradesh,2019,3
11038,bijnor district,189782,2433046,uttar-pradesh,2019,3
11039,hardoi district,126364,1475185,uttar-pradesh,2019,3
11040,balrampur district,59530,851300,uttar-pradesh,2019,3
11041,amroha district,101730,1318323,uttar-pradesh,2019,3
11042,pilibhit district,98268,1168729,uttar-pradesh,2019,3
11043,mainpuri district,101932,1213979,uttar-pradesh,2019,3
11044,kanpur dehat district,74296,1023191,uttar-pradesh,2019,3
11045,jaunpur district,294998,4005808,uttar-pradesh,2019,3
11046,kaushambi district,49359,607775,uttar-pradesh,2019,3
11047,hapur district,130436,2172113,uttar-pradesh,2019,3
11048,hamirpur district,56997,684555,uttar-pradesh,2019,3
11049,meerut district,408972,6542889,uttar-pradesh,2019,3
11050,mathura district,268573,4305472,uttar-pradesh,2019,3
11051,chitrakoot district,38341,494613,uttar-pradesh,2019,3
11052,lalitpur district,66906,926012,uttar-pradesh,2019,3
11053,mau district,132663,1544541,uttar-pradesh,2019,3
11054,mirzapur district,146634,1841969,uttar-pradesh,2019,3
11055,bulandshahr district,230896,3501708,uttar-pradesh,2019,3
11056,gonda district,132341,1980000,uttar-pradesh,2019,3
11057,jhansi district,227191,3924391,uttar-pradesh,2019,3
11058,chandauli district,136786,1797089,uttar-pradesh,2019,3
11059,bhadohi district,102914,1313875,uttar-pradesh,2019,3
11060,pratapgarh district,159596,1972207,uttar-pradesh,2019,3
11061,saharanpur district,259929,4079780,uttar-pradesh,2019,3
11062,bara banki district,125166,1859154,uttar-pradesh,2019,3
11063,bareilly district,356146,5230735,uttar-pradesh,2019,3
11064,sitapur district,166391,1924121,uttar-pradesh,2019,3
11065,sultanpur district,137062,1854511,uttar-pradesh,2019,3
11066,agra district,530228,8406324,uttar-pradesh,2019,3
11067,fatehpur district,94067,1090188,uttar-pradesh,2019,3
11068,rae bareli district,119176,1501090,uttar-pradesh,2019,3
11069,firozabad district,161983,2185433,uttar-pradesh,2019,3
11070,kheri district,180345,2036254,uttar-pradesh,2019,3
11071,gorakhpur district,434172,6497238,uttar-pradesh,2019,3
11072,unnao district,125933,1695964,uttar-pradesh,2019,3
11073,prayagraj district,667277,12165883,uttar-pradesh,2019,3
11074,sonbhadra district,131881,2139255,uttar-pradesh,2019,3
11075,ghazipur district,236041,3065015,uttar-pradesh,2019,3
11076,farrukhabad district,97522,1293796,uttar-pradesh,2019,3
11077,kannauj district,83346,955283,uttar-pradesh,2019,3
11078,azamgarh district,261840,3189197,uttar-pradesh,2019,3
11079,ayodhya district,173259,2331698,uttar-pradesh,2019,3
11080,deoria district,223155,3210571,uttar-pradesh,2019,3
11081,ghaziabad district,1088568,24220432,uttar-pradesh,2019,3
11082,amethi district,119989,1875981,uttar-pradesh,2019,4
11083,siddharthnagar district,114847,2067454,uttar-pradesh,2019,4
11084,auraiya district,93568,1473547,uttar-pradesh,2019,4
11085,sambhal district,91975,1138121,uttar-pradesh,2019,4
11086,kanpur nagar district,718251,12118926,uttar-pradesh,2019,4
11087,aligarh district,341948,5432058,uttar-pradesh,2019,4
11088,mahoba district,48561,682263,uttar-pradesh,2019,4
11089,lucknow district,1221681,23929164,uttar-pradesh,2019,4
11090,sant kabeer nagar district,92544,1546025,uttar-pradesh,2019,4
11091,hathras district,110768,1669269,uttar-pradesh,2019,4
11092,budaun district,120524,1573864,uttar-pradesh,2019,4
11093,moradabad district,224285,3295770,uttar-pradesh,2019,4
