,name,registeredUsers,state,year,quarter
4724,kalaburagi,402676,karnataka,2020,1
4725,kolar,361750,karnataka,2020,1
4726,560068,334481,karnataka,2020,1
4727,560078,234102,karnataka,2020,1
4728,560076,225754,karnataka,2020,1
4729,560037,203140,karnataka,2020,1
4730,560100,202522,karnataka,2020,1
4731,560043,192017,karnataka,2020,1
4732,560058,187340,karnataka,2020,1
4733,560091,185405,karnataka,2020,1
4734,560064,170524,karnataka,2020,1
4735,560079,168340,karnataka,2020,1
4736,bengaluru urban,8028070,karnataka,2020,2
4737,belagavi,849149,karnataka,2020,2
4738,mysuru,837003,karnataka,2020,2
4739,dharwad,554235,karnataka,2020,2
4740,tumakuru,552123,karnataka,2020,2
4741,dakshina kannada,543603,karnataka,2020,2
4742,ballari,537204,karnataka,2020,2
4743,bengaluru rural,496292,karnataka,2020,2
4744,kalaburagi,455786,karnataka,2020,2
4745,vijayapura,407483,karnataka,2020,2
4746,560068,351484,karnataka,2020,2
4747,560078,247869,karnataka,2020,2
4748,560076,237431,karnataka,2020,2
4749,560100,211500,karnataka,2020,2
4750,560037,210439,karnataka,2020,2
4751,560043,203567,karnataka,2020,2
4752,560058,199801,karnataka,2020,2
4753,560091,198570,karnataka,2020,2
4754,560064,181350,karnataka,2020,2
4755,560079,179770,karnataka,2020,2
4756,bengaluru urban,8611452,karnataka,2020,3
4757,belagavi,951629,karnataka,2020,3
4758,mysuru,923296,karnataka,2020,3
4759,tumakuru,618091,karnataka,2020,3
4760,dakshina kannada,617552,karnataka,2020,3
4761,dharwad,608659,karnataka,2020,3
4762,ballari,595935,karnataka,2020,3
4763,bengaluru rural,543893,karnataka,2020,3
4764,kalaburagi,507894,karnataka,2020,3
4765,vijayapura,458119,karnataka,2020,3
4766,560068,373446,karnataka,2020,3
4767,560078,265627,karnataka,2020,3
4768,560076,252246,karnataka,2020,3
4769,560100,223235,karnataka,2020,3
4770,560037,220131,karnataka,2020,3
4771,560043,218963,karnataka,2020,3
4772,560058,215047,karnataka,2020,3
4773,560091,214608,karnataka,2020,3
4774,560064,195179,karnataka,2020,3
4775,560079,193680,karnataka,2020,3
4776,bengaluru urban,9286243,karnataka,2020,4
4777,belagavi,1051934,karnataka,2020,4
4778,mysuru,1015945,karnataka,2020,4
4779,dakshina kannada,690826,karnataka,2020,4
4780,tumakuru,682441,karnataka,2020,4
4781,dharwad,663973,karnataka,2020,4
4782,ballari,654751,karnataka,2020,4
4783,bengaluru rural,593872,karnataka,2020,4
4784,kalaburagi,559718,karnataka,2020,4
4785,vijayapura,504403,karnataka,2020,4
4786,560068,399638,karnataka,2020,4
4787,560078,285544,karnataka,2020,4
4788,560076,270449,karnataka,2020,4
4789,560100,237850,karnataka,2020,4
4790,560043,237440,karnataka,2020,4
4791,560037,232436,karnataka,2020,4
4792,560091,232398,karnataka,2020,4
4793,560058,232252,karnataka,2020,4
4794,560064,211036,karnataka,2020,4
4795,560079,208938,karnataka,2020,4
4796,bengaluru urban,9955387,karnataka,2021,1
4797,belagavi,1132987,karnataka,2021,1
4798,mysuru,1094627,karnataka,2021,1
4799,dakshina kannada,746964,karnataka,2021,1
4800,tumakuru,736609,karnataka,2021,1
4801,dharwad,714056,karnataka,2021,1
4802,ballari,705364,karnataka,2021,1
4803,bengaluru rural,639890,karnataka,2021,1
4804,kalaburagi,602937,karnataka,2021,1
4805,vijayapura,543181,karnataka,2021,1
4806,560068,427525,karnataka,2021,1
4807,560078,305721,karnataka,2021,1
4808,560076,289205,karnataka,2021,1
4809,560043,254510,karnataka,2021,1
4810,560100,253914,karnataka,2021,1
4811,560091,249839,karnataka,2021,1
4812,560058,249624,karnataka,2021,1
4813,560037,247595,karnataka,2021,1
4814,560064,226588,karnataka,2021,1
4815,560079,223844,karnataka,2021,1
4816,bengaluru urban,10604609,karnataka,2021,2
4817,belagavi,1213293,karnataka,2021,2
4818,mysuru,1168608,karnataka,2021,2
4819,dakshina kannada,798331,karnataka,2021,2
4820,tumakuru,790148,karnataka,2021,2
4821,dharwad,763441,karnataka,2021,2
4822,ballari,755860,karnataka,2021,2
4823,bengaluru rural,684759,karnataka,2021,2
4824,kalaburagi,645639,karnataka,2021,2
4825,vijayapura,582278,karnataka,2021,2
4826,560068,455417,karnataka,2021,2
4827,560078,325334,karnataka,2021,2
4828,560076,307509,karnataka,2021,2
4829,560043,270730,karnataka,2021,2
4830,560100,270219,karnataka,2021,2
4831,560091,266790,karnataka,2021,2
4832,560058,266718,karnataka,2021,2
4833,560037,263129,karnataka,2021,2
4834,560064,241325,karnataka,2021,2
4835,560079,238441,karnataka,2021,2
4836,bengaluru urban,11321012,karnataka,2021,3
4837,belagavi,1304051,karnataka,2021,3
4838,mysuru,1250860,karnataka,2021,3
4839,dakshina kannada,855634,karnataka,2021,3
4840,tumakuru,850678,karnataka,2021,3
4841,dharwad,818797,karnataka,2021,3
4842,ballari,814170,karnataka,2021,3
4843,bengaluru rural,735551,karnataka,2021,3
4844,kalaburagi,694567,karnataka,2021,3
4845,vijayapura,627795,karnataka,2021,3
4846,560068,486170,karnataka,2021,3
4847,560078,346840,karnataka,2021,3
4848,560076,327691,karnataka,2021,3
4849,560043,288657,karnataka,2021,3
4850,560100,288418,karnataka,2021,3
4851,560058,285746,karnataka,2021,3
4852,560091,285428,karnataka,2021,3
4853,560037,280067,karnataka,2021,3
4854,560064,257630,karnataka,2021,3
4855,560079,254553,karnataka,2021,3
4856,bengaluru urban,12038775,karnataka,2021,4
4857,belagavi,1393290,karnataka,2021,4
4858,mysuru,1332579,karnataka,2021,4
4859,dakshina kannada,912133,karnataka,2021,4
4860,tumakuru,909976,karnataka,2021,4
4861,dharwad,873847,karnataka,2021,4
4862,ballari,871581,karnataka,2021,4
4863,bengaluru rural,785717,karnataka,2021,4
4864,kalaburagi,743146,karnataka,2021,4
4865,vijayapura,672340,karnataka,2021,4
4866,560068,517115,karnataka,2021,4
4867,560078,368213,karnataka,2021,4
4868,560076,347942,karnataka,2021,4
4869,560100,306734,karnataka,2021,4
4870,560043,306658,karnataka,2021,4
4871,560058,304867,karnataka,2021,4
4872,560091,304250,karnataka,2021,4
4873,560037,297179,karnataka,2021,4
4874,560064,273886,karnataka,2021,4
4875,560079,270655,karnataka,2021,4
4876,bengaluru urban,12707664,karnataka,2022,1
4877,belagavi,1477767,karnataka,2022,1
4878,mysuru,1410095,karnataka,2022,1
4879,tumakuru,966743,karnataka,2022,1
4880,dakshina kannada,965225,karnataka,2022,1
4881,ballari,926458,karnataka,2022,1
4882,dharwad,925787,karnataka,2022,1
4883,bengaluru rural,833284,karnataka,2022,1
4884,kalaburagi,788989,karnataka,2022,1
4885,vijayapura,714643,karnataka,2022,1
4886,560068,545827,karnataka,2022,1
4887,560078,388154,karnataka,2022,1
4888,560076,366934,karnataka,2022,1
4889,560100,323960,karnataka,2022,1
4890,560043,323435,karnataka,2022,1
4891,560058,322689,karnataka,2022,1
4892,560091,321685,karnataka,2022,1
4893,560037,313105,karnataka,2022,1
4894,560064,289243,karnataka,2022,1
4895,560079,285716,karnataka,2022,1
4896,ernakulam,159188,kerala,2018,1
4897,malappuram,86063,kerala,2018,1
4898,kozhikode,83422,kerala,2018,1
4899,thiruvananthapuram,81846,kerala,2018,1
4900,thrissur,67247,kerala,2018,1
4901,kannur,54093,kerala,2018,1
4902,palakkad,51507,kerala,2018,1
4903,kottayam,43142,kerala,2018,1
4904,kollam,41946,kerala,2018,1
4905,alappuzha,39275,kerala,2018,1
4906,682042,6594,kerala,2018,1
4907,682024,5559,kerala,2018,1
4908,695001,4654,kerala,2018,1
4909,682025,4572,kerala,2018,1
4910,682020,4402,kerala,2018,1
4911,682035,4009,kerala,2018,1
4912,673032,3987,kerala,2018,1
4913,682032,3908,kerala,2018,1
4914,682301,3613,kerala,2018,1
4915,673016,3347,kerala,2018,1
4916,ernakulam,211942,kerala,2018,2
4917,thiruvananthapuram,115732,kerala,2018,2
4918,malappuram,110526,kerala,2018,2
4919,kozhikode,110167,kerala,2018,2
4920,thrissur,91046,kerala,2018,2
4921,kannur,72388,kerala,2018,2
4922,palakkad,71303,kerala,2018,2
4923,kottayam,60088,kerala,2018,2
4924,kollam,59777,kerala,2018,2
4925,alappuzha,54864,kerala,2018,2
4926,682042,8512,kerala,2018,2
4927,682024,7234,kerala,2018,2
4928,695001,6380,kerala,2018,2
4929,682025,6000,kerala,2018,2
4930,682020,5919,kerala,2018,2
4931,682035,5368,kerala,2018,2
4932,682032,5259,kerala,2018,2
4933,673032,5180,kerala,2018,2
4934,682301,4777,kerala,2018,2
4935,673016,4453,kerala,2018,2
4936,ernakulam,263779,kerala,2018,3
4937,thiruvananthapuram,147475,kerala,2018,3
4938,kozhikode,136469,kerala,2018,3
4939,malappuram,134338,kerala,2018,3
4940,thrissur,115170,kerala,2018,3
4941,kannur,91537,kerala,2018,3
4942,palakkad,91071,kerala,2018,3
4943,kottayam,77331,kerala,2018,3
4944,kollam,77192,kerala,2018,3
4945,alappuzha,71052,kerala,2018,3
4946,682042,10303,kerala,2018,3
4947,682024,8834,kerala,2018,3
4948,695001,8200,kerala,2018,3
4949,682025,7465,kerala,2018,3
4950,682020,7403,kerala,2018,3
4951,682035,6581,kerala,2018,3
4952,682032,6579,kerala,2018,3
4953,673032,6247,kerala,2018,3
4954,682301,5932,kerala,2018,3
4955,673016,5432,kerala,2018,3
4956,ernakulam,341257,kerala,2018,4
4957,thiruvananthapuram,194677,kerala,2018,4
4958,kozhikode,176204,kerala,2018,4
4959,malappuram,172300,kerala,2018,4
4960,thrissur,151138,kerala,2018,4
4961,palakkad,118587,kerala,2018,4
4962,kannur,117999,kerala,2018,4
4963,kollam,102686,kerala,2018,4
4964,kottayam,100756,kerala,2018,4
4965,alappuzha,93494,kerala,2018,4
4966,682042,13083,kerala,2018,4
4967,682024,11303,kerala,2018,4
4968,695001,10807,kerala,2018,4
4969,682025,9628,kerala,2018,4
4970,682020,9576,kerala,2018,4
4971,682032,8669,kerala,2018,4
4972,682035,8594,kerala,2018,4
4973,673032,8058,kerala,2018,4
4974,682301,7732,kerala,2018,4
4975,673004,6853,kerala,2018,4
4976,ernakulam,409812,kerala,2019,1
4977,thiruvananthapuram,239634,kerala,2019,1
4978,kozhikode,212403,kerala,2019,1
4979,malappuram,206857,kerala,2019,1
4980,thrissur,184516,kerala,2019,1
4981,palakkad,145211,kerala,2019,1
4982,kannur,143289,kerala,2019,1
4983,kollam,125697,kerala,2019,1
4984,kottayam,121975,kerala,2019,1
4985,alappuzha,114882,kerala,2019,1
4986,682042,15428,kerala,2019,1
4987,682024,13454,kerala,2019,1
4988,695001,13156,kerala,2019,1
4989,682025,11515,kerala,2019,1
4990,682020,11406,kerala,2019,1
4991,682035,10441,kerala,2019,1
4992,682032,10331,kerala,2019,1
4993,673032,9504,kerala,2019,1
4994,682301,9471,kerala,2019,1
4995,673004,8130,kerala,2019,1
4996,ernakulam,479320,kerala,2019,2
4997,thiruvananthapuram,288292,kerala,2019,2
4998,kozhikode,251348,kerala,2019,2
4999,malappuram,243384,kerala,2019,2
5000,thrissur,220648,kerala,2019,2
5001,palakkad,174037,kerala,2019,2
5002,kannur,172894,kerala,2019,2
5003,kollam,152841,kerala,2019,2
5004,kottayam,145387,kerala,2019,2
5005,alappuzha,139046,kerala,2019,2
5006,682042,17514,kerala,2019,2
5007,695001,15525,kerala,2019,2
5008,682024,15397,kerala,2019,2
5009,682025,13311,kerala,2019,2
5010,682020,13276,kerala,2019,2
5011,682035,12409,kerala,2019,2
5012,682032,11984,kerala,2019,2
5013,673032,11095,kerala,2019,2
5014,682301,11074,kerala,2019,2
5015,673016,9775,kerala,2019,2
5016,ernakulam,553200,kerala,2019,3
5017,thiruvananthapuram,340900,kerala,2019,3
5018,kozhikode,294333,kerala,2019,3
5019,malappuram,282514,kerala,2019,3
5020,thrissur,259366,kerala,2019,3
5021,kannur,204129,kerala,2019,3
5022,palakkad,202761,kerala,2019,3
5023,kollam,183743,kerala,2019,3
5024,kottayam,169581,kerala,2019,3
5025,alappuzha,166845,kerala,2019,3
5026,682042,19670,kerala,2019,3
5027,695001,18084,kerala,2019,3
5028,682024,17413,kerala,2019,3
5029,682025,15371,kerala,2019,3
5030,682020,15188,kerala,2019,3
5031,682035,14451,kerala,2019,3
5032,682032,13667,kerala,2019,3
5033,673032,12880,kerala,2019,3
5034,682301,12671,kerala,2019,3
5035,673016,11696,kerala,2019,3
5036,ernakulam,633101,kerala,2019,4
5037,thiruvananthapuram,400110,kerala,2019,4
5038,kozhikode,345534,kerala,2019,4
5039,malappuram,333816,kerala,2019,4
5040,thrissur,302503,kerala,2019,4
5041,kannur,240296,kerala,2019,4
5042,palakkad,237650,kerala,2019,4
5043,kollam,221687,kerala,2019,4
5044,alappuzha,198940,kerala,2019,4
5045,kottayam,197540,kerala,2019,4
5046,682042,22058,kerala,2019,4
5047,695001,20669,kerala,2019,4
5048,682024,19609,kerala,2019,4
5049,682025,17548,kerala,2019,4
5050,682020,17137,kerala,2019,4
5051,682035,16535,kerala,2019,4
5052,682032,15426,kerala,2019,4
5053,673032,14691,kerala,2019,4
5054,682301,14302,kerala,2019,4
5055,673016,13376,kerala,2019,4
5056,ernakulam,716945,kerala,2020,1
5057,thiruvananthapuram,466301,kerala,2020,1
5058,kozhikode,404139,kerala,2020,1
5059,malappuram,387405,kerala,2020,1
5060,thrissur,349437,kerala,2020,1
5061,kannur,282719,kerala,2020,1
5062,palakkad,277861,kerala,2020,1
5063,kollam,265751,kerala,2020,1
5064,alappuzha,235048,kerala,2020,1
5065,kottayam,229263,kerala,2020,1
5066,682042,24196,kerala,2020,1
5067,695001,23318,kerala,2020,1
5068,682024,21814,kerala,2020,1
5069,682025,19682,kerala,2020,1
5070,682020,19029,kerala,2020,1
5071,682035,18386,kerala,2020,1
5072,682032,17081,kerala,2020,1
5073,673032,16527,kerala,2020,1
5074,682301,15989,kerala,2020,1
5075,670645,15732,kerala,2020,1
5076,ernakulam,798771,kerala,2020,2
5077,thiruvananthapuram,536574,kerala,2020,2
5078,kozhikode,469436,kerala,2020,2
5079,malappuram,445757,kerala,2020,2
5080,thrissur,403662,kerala,2020,2
5081,kannur,338685,kerala,2020,2
5082,palakkad,324519,kerala,2020,2
5083,kollam,318727,kerala,2020,2
5084,alappuzha,274531,kerala,2020,2
5085,kottayam,265591,kerala,2020,2
5086,682042,25856,kerala,2020,2
5087,695001,25442,kerala,2020,2
5088,682024,23419,kerala,2020,2
5089,682025,21261,kerala,2020,2
5090,682020,20457,kerala,2020,2
5091,682035,19671,kerala,2020,2
5092,670645,18592,kerala,2020,2
5093,682032,18399,kerala,2020,2
5094,673032,18059,kerala,2020,2
5095,682301,17516,kerala,2020,2
5096,ernakulam,917356,kerala,2020,3
5097,thiruvananthapuram,624681,kerala,2020,3
5098,kozhikode,554275,kerala,2020,3
5099,malappuram,533108,kerala,2020,3
5100,thrissur,479671,kerala,2020,3
5101,kannur,400107,kerala,2020,3
5102,kollam,385866,kerala,2020,3
5103,palakkad,384712,kerala,2020,3
5104,alappuzha,330393,kerala,2020,3
5105,kottayam,311954,kerala,2020,3
5106,682042,28485,kerala,2020,3
5107,695001,28191,kerala,2020,3
5108,682024,26104,kerala,2020,3
5109,682025,23781,kerala,2020,3
5110,682020,22893,kerala,2020,3
5111,682035,21786,kerala,2020,3
5112,670645,21694,kerala,2020,3
5113,682032,20470,kerala,2020,3
5114,673032,20253,kerala,2020,3
5115,682301,20008,kerala,2020,3
5116,ernakulam,1039584,kerala,2020,4
5117,thiruvananthapuram,708948,kerala,2020,4
5118,kozhikode,635320,kerala,2020,4
5119,malappuram,619218,kerala,2020,4
5120,thrissur,548425,kerala,2020,4
5121,kannur,457911,kerala,2020,4
5122,kollam,442546,kerala,2020,4
5123,palakkad,439597,kerala,2020,4
5124,alappuzha,377772,kerala,2020,4
5125,kottayam,357079,kerala,2020,4
5126,682042,31620,kerala,2020,4
5127,695001,31411,kerala,2020,4
5128,682024,29392,kerala,2020,4
5129,682025,26893,kerala,2020,4
5130,682020,25856,kerala,2020,4
5131,670645,24709,kerala,2020,4
5132,682035,24248,kerala,2020,4
5133,682032,22958,kerala,2020,4
5134,673032,22837,kerala,2020,4
5135,673592,22730,kerala,2020,4
5136,ernakulam,1126122,kerala,2021,1
5137,thiruvananthapuram,767813,kerala,2021,1
5138,kozhikode,691148,kerala,2021,1
5139,malappuram,676242,kerala,2021,1
5140,thrissur,594589,kerala,2021,1
5141,kannur,496955,kerala,2021,1
5142,kollam,480459,kerala,2021,1
5143,palakkad,477868,kerala,2021,1
5144,alappuzha,410141,kerala,2021,1
5145,kottayam,387696,kerala,2021,1
5146,682042,34103,kerala,2021,1
5147,695001,33913,kerala,2021,1
5148,682024,31763,kerala,2021,1
5149,682025,29029,kerala,2021,1
5150,682020,27924,kerala,2021,1
5151,670645,26911,kerala,2021,1
5152,682035,26156,kerala,2021,1
5153,673592,24788,kerala,2021,1
5154,673032,24778,kerala,2021,1
5155,682032,24752,kerala,2021,1
5156,ernakulam,1203623,kerala,2021,2
5157,thiruvananthapuram,820485,kerala,2021,2
5158,kozhikode,737623,kerala,2021,2
5159,malappuram,722597,kerala,2021,2
5160,thrissur,635598,kerala,2021,2
5161,kannur,530657,kerala,2021,2
5162,kollam,513820,kerala,2021,2
5163,palakkad,511298,kerala,2021,2
5164,alappuzha,438924,kerala,2021,2
5165,kottayam,415007,kerala,2021,2
5166,682042,36378,kerala,2021,2
5167,695001,36185,kerala,2021,2
5168,682024,33834,kerala,2021,2
5169,682025,30965,kerala,2021,2
5170,682020,29826,kerala,2021,2
5171,670645,28806,kerala,2021,2
5172,682035,27927,kerala,2021,2
5173,673592,26554,kerala,2021,2
5174,682032,26390,kerala,2021,2
5175,673032,26355,kerala,2021,2
5176,ernakulam,1289089,kerala,2021,3
5177,thiruvananthapuram,878444,kerala,2021,3
5178,kozhikode,789078,kerala,2021,3
5179,malappuram,773963,kerala,2021,3
5180,thrissur,681187,kerala,2021,3
5181,kannur,568613,kerala,2021,3
5182,kollam,551267,kerala,2021,3
5183,palakkad,548776,kerala,2021,3
5184,alappuzha,471228,kerala,2021,3
5185,kottayam,445540,kerala,2021,3
5186,682042,38880,kerala,2021,3
5187,695001,38710,kerala,2021,3
5188,682024,36108,kerala,2021,3
5189,682025,33080,kerala,2021,3
5190,682020,31859,kerala,2021,3
5191,670645,30931,kerala,2021,3
5192,682035,29804,kerala,2021,3
5193,673592,28563,kerala,2021,3
5194,682032,28166,kerala,2021,3
5195,673032,28073,kerala,2021,3
5196,ernakulam,1374081,kerala,2021,4
5197,thiruvananthapuram,935705,kerala,2021,4
5198,kozhikode,839678,kerala,2021,4
5199,malappuram,824018,kerala,2021,4
5200,thrissur,725878,kerala,2021,4
5201,kannur,605576,kerala,2021,4
5202,kollam,588254,kerala,2021,4
5203,palakkad,585306,kerala,2021,4
5204,alappuzha,503589,kerala,2021,4
5205,kottayam,475496,kerala,2021,4
5206,682042,41448,kerala,2021,4
5207,695001,41207,kerala,2021,4
5208,682024,38351,kerala,2021,4
5209,682025,35172,kerala,2021,4
5210,682020,33886,kerala,2021,4
5211,670645,32968,kerala,2021,4
5212,682035,31716,kerala,2021,4
5213,673592,30447,kerala,2021,4
5214,682032,30009,kerala,2021,4
5215,673032,29788,kerala,2021,4
5216,ernakulam,1454447,kerala,2022,1
5217,thiruvananthapuram,989791,kerala,2022,1
5218,kozhikode,887215,kerala,2022,1
5219,malappuram,871127,kerala,2022,1
5220,thrissur,768604,kerala,2022,1
5221,kannur,640842,kerala,2022,1
5222,kollam,623472,kerala,2022,1
5223,palakkad,620428,kerala,2022,1
5224,alappuzha,534116,kerala,2022,1
5225,kottayam,504349,kerala,2022,1
5226,682042,43832,kerala,2022,1
5227,695001,43506,kerala,2022,1
5228,682024,40513,kerala,2022,1
5229,682025,37172,kerala,2022,1
5230,682020,35790,kerala,2022,1
5231,670645,34974,kerala,2022,1
5232,682035,33556,kerala,2022,1
5233,673592,32286,kerala,2022,1
5234,682032,31679,kerala,2022,1
5235,682301,31551,kerala,2022,1
5236,leh ladakh,7255,ladakh,2018,1
5237,kargil,1529,ladakh,2018,1
5238,194104,2329,ladakh,2018,1
5239,194101,1584,ladakh,2018,1
5240,194201,1397,ladakh,2018,1
5241,194401,670,ladakh,2018,1
5242,194107,641,ladakh,2018,1
5243,194103,458,ladakh,2018,1
5244,194102,353,ladakh,2018,1
5245,194105,259,ladakh,2018,1
5246,194106,255,ladakh,2018,1
5247,194703,241,ladakh,2018,1
5248,leh ladakh,10733,ladakh,2018,2
5249,kargil,2185,ladakh,2018,2
5250,194104,3343,ladakh,2018,2
5251,194101,2388,ladakh,2018,2
5252,194201,2112,ladakh,2018,2
5253,194107,984,ladakh,2018,2
5254,194401,943,ladakh,2018,2
5255,194103,655,ladakh,2018,2
5256,194102,511,ladakh,2018,2
5257,194105,361,ladakh,2018,2
5258,194106,357,ladakh,2018,2
5259,194703,342,ladakh,2018,2
5260,leh ladakh,14617,ladakh,2018,3
5261,kargil,3132,ladakh,2018,3
5262,194104,4461,ladakh,2018,3
5263,194101,3292,ladakh,2018,3
5264,194201,2882,ladakh,2018,3
5265,194107,1385,ladakh,2018,3
5266,194401,1264,ladakh,2018,3
5267,194103,976,ladakh,2018,3
5268,194102,717,ladakh,2018,3
5269,194105,534,ladakh,2018,3
5270,194106,519,ladakh,2018,3
5271,194703,468,ladakh,2018,3
5272,leh ladakh,19447,ladakh,2018,4
5273,kargil,4436,ladakh,2018,4
5274,194104,5767,ladakh,2018,4
5275,194101,4561,ladakh,2018,4
5276,194201,3824,ladakh,2018,4
5277,194107,1913,ladakh,2018,4
5278,194401,1632,ladakh,2018,4
5279,194103,1460,ladakh,2018,4
5280,194102,970,ladakh,2018,4
5281,194105,800,ladakh,2018,4
5282,194106,706,ladakh,2018,4
5283,194703,640,ladakh,2018,4
5284,leh ladakh,23891,ladakh,2019,1
5285,kargil,5758,ladakh,2019,1
5286,194104,6985,ladakh,2019,1
5287,194101,5676,ladakh,2019,1
5288,194201,4722,ladakh,2019,1
5289,194107,2336,ladakh,2019,1
5290,194401,1998,ladakh,2019,1
5291,194103,1938,ladakh,2019,1
5292,194102,1275,ladakh,2019,1
5293,194105,1020,ladakh,2019,1
5294,194106,902,ladakh,2019,1
5295,194703,788,ladakh,2019,1
5296,leh ladakh,28390,ladakh,2019,2
5297,kargil,7126,ladakh,2019,2
5298,194104,8074,ladakh,2019,2
5299,194101,6990,ladakh,2019,2
5300,194201,5567,ladakh,2019,2
5301,194107,2793,ladakh,2019,2
5302,194103,2432,ladakh,2019,2
5303,194401,2390,ladakh,2019,2
5304,194102,1584,ladakh,2019,2
5305,194105,1258,ladakh,2019,2
5306,194106,1097,ladakh,2019,2
5307,194703,949,ladakh,2019,2
5308,leh ladakh,31455,ladakh,2019,3
5309,kargil,7718,ladakh,2019,3
5310,194104,8972,ladakh,2019,3
5311,194101,7968,ladakh,2019,3
5312,194201,6210,ladakh,2019,3
5313,194107,3004,ladakh,2019,3
5314,194103,2647,ladakh,2019,3
5315,194401,2601,ladakh,2019,3
5316,194102,1723,ladakh,2019,3
5317,194105,1386,ladakh,2019,3
5318,194106,1162,ladakh,2019,3
5319,194703,1014,ladakh,2019,3
5320,leh ladakh,34770,ladakh,2019,4
5321,kargil,8338,ladakh,2019,4
5322,194104,9875,ladakh,2019,4
5323,194101,8791,ladakh,2019,4
5324,194201,6838,ladakh,2019,4
5325,194107,3321,ladakh,2019,4
5326,194401,2945,ladakh,2019,4
5327,194103,2850,ladakh,2019,4
5328,194102,1873,ladakh,2019,4
5329,194105,1501,ladakh,2019,4
5330,194106,1304,ladakh,2019,4
5331,194703,1054,ladakh,2019,4
5332,leh ladakh,38079,ladakh,2020,1
5333,kargil,9711,ladakh,2020,1
5334,194104,10826,ladakh,2020,1
5335,194101,9668,ladakh,2020,1
5336,194201,7470,ladakh,2020,1
5337,194107,3617,ladakh,2020,1
5338,194103,3320,ladakh,2020,1
5339,194401,3216,ladakh,2020,1
5340,194102,2152,ladakh,2020,1
5341,194105,1776,ladakh,2020,1
5342,194106,1403,ladakh,2020,1
5343,194703,1207,ladakh,2020,1
5344,leh ladakh,41782,ladakh,2020,2
5345,kargil,11252,ladakh,2020,2
5346,194104,11904,ladakh,2020,2
5347,194101,10546,ladakh,2020,2
5348,194201,8273,ladakh,2020,2
5349,194107,3957,ladakh,2020,2
5350,194103,3885,ladakh,2020,2
5351,194401,3519,ladakh,2020,2
5352,194102,2449,ladakh,2020,2
5353,194105,2060,ladakh,2020,2
5354,194106,1518,ladakh,2020,2
5355,194703,1358,ladakh,2020,2
5356,leh ladakh,45587,ladakh,2020,3
5357,kargil,12814,ladakh,2020,3
5358,194104,13038,ladakh,2020,3
5359,194101,11446,ladakh,2020,3
5360,194201,8999,ladakh,2020,3
5361,194103,4416,ladakh,2020,3
5362,194107,4322,ladakh,2020,3
5363,194401,3865,ladakh,2020,3
5364,194102,2748,ladakh,2020,3
5365,194105,2360,ladakh,2020,3
5366,194106,1661,ladakh,2020,3
5367,194703,1526,ladakh,2020,3
5368,leh ladakh,50252,ladakh,2020,4
5369,kargil,14601,ladakh,2020,4
5370,194104,14355,ladakh,2020,4
5371,194101,12651,ladakh,2020,4
5372,194201,9940,ladakh,2020,4
5373,194103,5069,ladakh,2020,4
5374,194107,4681,ladakh,2020,4
5375,194401,4313,ladakh,2020,4
5376,194102,3028,ladakh,2020,4
5377,194105,2673,ladakh,2020,4
5378,194106,1803,ladakh,2020,4
5379,194109,1697,ladakh,2020,4
5380,leh ladakh,54095,ladakh,2021,1
5381,kargil,15824,ladakh,2021,1
5382,194104,15511,ladakh,2021,1
5383,194101,13620,ladakh,2021,1
5384,194201,10674,ladakh,2021,1
5385,194103,5484,ladakh,2021,1
5386,194107,5026,ladakh,2021,1
5387,194401,4631,ladakh,2021,1
5388,194102,3256,ladakh,2021,1
5389,194105,2886,ladakh,2021,1
5390,194106,1933,ladakh,2021,1
5391,194109,1854,ladakh,2021,1
5392,leh ladakh,57971,ladakh,2021,2
5393,kargil,17077,ladakh,2021,2
5394,194104,16585,ladakh,2021,2
5395,194101,14606,ladakh,2021,2
5396,194201,11446,ladakh,2021,2
5397,194103,5935,ladakh,2021,2
5398,194107,5397,ladakh,2021,2
5399,194401,4964,ladakh,2021,2
5400,194102,3499,ladakh,2021,2
5401,194105,3111,ladakh,2021,2
5402,194106,2070,ladakh,2021,2
5403,194109,1998,ladakh,2021,2
5404,leh ladakh,62633,ladakh,2021,3
5405,kargil,18577,ladakh,2021,3
5406,194104,17813,ladakh,2021,3
5407,194101,15772,ladakh,2021,3
5408,194201,12397,ladakh,2021,3
5409,194103,6415,ladakh,2021,3
5410,194107,5819,ladakh,2021,3
5411,194401,5438,ladakh,2021,3
5412,194102,3811,ladakh,2021,3
5413,194105,3389,ladakh,2021,3
5414,194106,2243,ladakh,2021,3
5415,194109,2193,ladakh,2021,3
5416,leh ladakh,67049,ladakh,2021,4
5417,kargil,20008,ladakh,2021,4
5418,194104,19007,ladakh,2021,4
5419,194101,16834,ladakh,2021,4
5420,194201,13309,ladakh,2021,4
5421,194103,6889,ladakh,2021,4
5422,194107,6240,ladakh,2021,4
5423,194401,5862,ladakh,2021,4
5424,194102,4093,ladakh,2021,4
5425,194105,3639,ladakh,2021,4
5426,194106,2420,ladakh,2021,4
5427,194109,2397,ladakh,2021,4
5428,leh ladakh,71173,ladakh,2022,1
5429,kargil,21319,ladakh,2022,1
5430,194104,20154,ladakh,2022,1
5431,194101,17877,ladakh,2022,1
5432,194201,14135,ladakh,2022,1
5433,194103,7324,ladakh,2022,1
5434,194107,6632,ladakh,2022,1
5435,194401,6231,ladakh,2022,1
