,name,registeredUsers,state,year,quarter
2184,396210,41395,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
2185,396215,22996,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
2186,396235,18290,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
2187,362520,3618,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
2188,362571,1908,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
2189,362540,1044,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
2190,396220,463,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
2191,362570,176,dadra-&-nagar-haveli-&-daman-&-diu,2019,3
2192,dadra and nagar haveli,117805,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2193,daman,72470,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2194,diu,7323,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2195,396230,97116,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2196,396210,46041,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2197,396215,25932,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2198,396235,20689,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2199,362520,3953,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2200,362571,2041,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2201,362540,1138,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2202,396220,497,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2203,362570,191,dadra-&-nagar-haveli-&-daman-&-diu,2019,4
2204,dadra and nagar haveli,130255,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2205,daman,80329,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2206,diu,7912,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2207,396230,107112,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2208,396210,50829,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2209,396215,28959,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2210,396235,23143,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2211,362520,4269,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2212,362571,2223,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2213,362540,1217,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2214,396220,541,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2215,362570,203,dadra-&-nagar-haveli-&-daman-&-diu,2020,1
2216,dadra and nagar haveli,146003,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2217,daman,90016,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2218,diu,8795,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2219,396230,119858,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2220,396210,56796,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2221,396215,32569,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2222,396235,26145,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2223,362520,4635,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2224,362571,2541,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2225,362540,1398,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2226,396220,651,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2227,362570,221,dadra-&-nagar-haveli-&-daman-&-diu,2020,2
2228,dadra and nagar haveli,160183,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2229,daman,98108,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2230,diu,9655,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2231,396230,131460,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2232,396210,61967,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2233,396215,35428,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2234,396235,28723,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2235,362520,5010,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2236,362571,2821,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2237,362540,1581,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2238,396220,713,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2239,362570,243,dadra-&-nagar-haveli-&-daman-&-diu,2020,3
2240,dadra and nagar haveli,177432,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2241,daman,108511,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2242,diu,10550,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2243,396230,145541,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2244,396210,68594,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2245,396215,39109,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2246,396235,31891,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2247,362520,5447,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2248,362571,3079,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2249,362540,1750,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2250,396220,808,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2251,362570,274,dadra-&-nagar-haveli-&-daman-&-diu,2020,4
2252,dadra and nagar haveli,192262,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2253,daman,117728,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2254,diu,11406,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2255,396230,157679,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2256,396210,74340,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2257,396215,42510,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2258,396235,34583,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2259,362520,5885,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2260,362571,3337,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2261,362540,1890,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2262,396220,878,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2263,362570,294,dadra-&-nagar-haveli-&-daman-&-diu,2021,1
2264,dadra and nagar haveli,206516,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2265,daman,126258,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2266,diu,12220,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2267,396230,169433,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2268,396210,79673,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2269,396215,45646,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2270,396235,37083,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2271,362520,6307,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2272,362571,3577,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2273,362540,2027,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2274,396220,939,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2275,362570,309,dadra-&-nagar-haveli-&-daman-&-diu,2021,2
2276,dadra and nagar haveli,222731,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2277,daman,135976,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2278,diu,13167,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2279,396230,182708,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2280,396210,85704,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2281,396215,49261,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2282,396235,40023,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2283,362520,6787,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2284,362571,3850,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2285,362540,2189,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2286,396220,1011,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2287,362570,341,dadra-&-nagar-haveli-&-daman-&-diu,2021,3
2288,dadra and nagar haveli,239110,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2289,daman,145806,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2290,diu,14047,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2291,396230,196135,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2292,396210,91807,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2293,396215,52915,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2294,396235,42975,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2295,362520,7231,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2296,362571,4107,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2297,362540,2349,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2298,396220,1084,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2299,362570,360,dadra-&-nagar-haveli-&-daman-&-diu,2021,4
2300,dadra and nagar haveli,254577,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2301,daman,155029,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2302,diu,14964,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2303,396230,208830,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2304,396210,97488,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2305,396215,56396,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2306,396235,45747,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2307,362520,7714,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2308,362571,4360,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2309,362540,2504,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2310,396220,1145,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2311,362570,386,dadra-&-nagar-haveli-&-daman-&-diu,2022,1
2312,west,308558,delhi,2018,1
2313,south east delhi,251213,delhi,2018,1
2314,north west,223679,delhi,2018,1
2315,new delhi,212008,delhi,2018,1
2316,central delhi,202723,delhi,2018,1
2317,south west,179197,delhi,2018,1
2318,north,173622,delhi,2018,1
2319,east,169295,delhi,2018,1
2320,south,156706,delhi,2018,1
2321,shahdara,114549,delhi,2018,1
2322,110059,95496,delhi,2018,1
2323,110092,83600,delhi,2018,1
2324,110085,61333,delhi,2018,1
2325,110086,59970,delhi,2018,1
2326,110044,55765,delhi,2018,1
2327,110096,50625,delhi,2018,1
2328,110041,47451,delhi,2018,1
2329,110043,46307,delhi,2018,1
2330,110084,44143,delhi,2018,1
2331,110042,42647,delhi,2018,1
2332,west,406877,delhi,2018,2
2333,south east delhi,333350,delhi,2018,2
2334,north west,294038,delhi,2018,2
2335,new delhi,282319,delhi,2018,2
2336,central delhi,267154,delhi,2018,2
2337,south west,236789,delhi,2018,2
2338,north,227958,delhi,2018,2
2339,east,221449,delhi,2018,2
2340,south,206935,delhi,2018,2
2341,shahdara,152113,delhi,2018,2
2342,110059,124901,delhi,2018,2
2343,110092,108175,delhi,2018,2
2344,110086,79557,delhi,2018,2
2345,110085,79225,delhi,2018,2
2346,110044,73732,delhi,2018,2
2347,110096,66744,delhi,2018,2
2348,110041,63649,delhi,2018,2
2349,110043,60887,delhi,2018,2
2350,110084,57380,delhi,2018,2
2351,110042,56366,delhi,2018,2
2352,west,515854,delhi,2018,3
2353,south east delhi,423177,delhi,2018,3
2354,north west,376806,delhi,2018,3
2355,new delhi,363140,delhi,2018,3
2356,central delhi,340549,delhi,2018,3
2357,south west,297663,delhi,2018,3
2358,north,290251,delhi,2018,3
2359,east,280847,delhi,2018,3
2360,south,264628,delhi,2018,3
2361,shahdara,192430,delhi,2018,3
2362,110059,156028,delhi,2018,3
2363,110092,136676,delhi,2018,3
2364,110085,101332,delhi,2018,3
2365,110086,100850,delhi,2018,3
2366,110044,91279,delhi,2018,3
2367,110096,84164,delhi,2018,3
2368,110041,80112,delhi,2018,3
2369,110043,74435,delhi,2018,3
2370,110084,71154,delhi,2018,3
2371,110042,71056,delhi,2018,3
2372,west,686653,delhi,2018,4
2373,south east delhi,564640,delhi,2018,4
2374,north west,496928,delhi,2018,4
2375,new delhi,470991,delhi,2018,4
2376,central delhi,446787,delhi,2018,4
2377,south west,393208,delhi,2018,4
2378,north,379177,delhi,2018,4
2379,east,373139,delhi,2018,4
2380,south,344311,delhi,2018,4
2381,shahdara,257785,delhi,2018,4
2382,110059,206537,delhi,2018,4
2383,110092,177133,delhi,2018,4
2384,110086,133412,delhi,2018,4
2385,110085,132600,delhi,2018,4
2386,110044,121802,delhi,2018,4
2387,110096,114255,delhi,2018,4
2388,110041,106984,delhi,2018,4
2389,110043,98358,delhi,2018,4
2390,110042,95335,delhi,2018,4
2391,110094,94322,delhi,2018,4
2392,west,820526,delhi,2019,1
2393,south east delhi,671667,delhi,2019,1
2394,north west,583438,delhi,2019,1
2395,new delhi,558516,delhi,2019,1
2396,central delhi,529918,delhi,2019,1
2397,south west,467571,delhi,2019,1
2398,north,447987,delhi,2019,1
2399,east,439639,delhi,2019,1
2400,south,407519,delhi,2019,1
2401,shahdara,310351,delhi,2019,1
2402,110059,246566,delhi,2019,1
2403,110092,206805,delhi,2019,1
2404,110086,158267,delhi,2019,1
2405,110085,152640,delhi,2019,1
2406,110044,145716,delhi,2019,1
2407,110096,135423,delhi,2019,1
2408,110041,129476,delhi,2019,1
2409,110043,117835,delhi,2019,1
2410,110094,114562,delhi,2019,1
2411,110042,113898,delhi,2019,1
2412,west,919096,delhi,2019,2
2413,south east delhi,749218,delhi,2019,2
2414,north west,649377,delhi,2019,2
2415,new delhi,637526,delhi,2019,2
2416,central delhi,596940,delhi,2019,2
2417,south west,519422,delhi,2019,2
2418,north,502570,delhi,2019,2
2419,east,487121,delhi,2019,2
2420,south,453829,delhi,2019,2
2421,shahdara,352312,delhi,2019,2
2422,110059,274593,delhi,2019,2
2423,110092,228546,delhi,2019,2
2424,110086,177199,delhi,2019,2
2425,110085,167307,delhi,2019,2
2426,110044,162716,delhi,2019,2
2427,110096,150097,delhi,2019,2
2428,110041,146820,delhi,2019,2
2429,110043,131498,delhi,2019,2
2430,110094,130660,delhi,2019,2
2431,110042,129008,delhi,2019,2
2432,west,1008836,delhi,2019,3
2433,south east delhi,821304,delhi,2019,3
2434,north west,709448,delhi,2019,3
2435,new delhi,705546,delhi,2019,3
2436,central delhi,658985,delhi,2019,3
2437,south west,567496,delhi,2019,3
2438,north,554029,delhi,2019,3
2439,east,532254,delhi,2019,3
2440,south,498200,delhi,2019,3
2441,shahdara,391827,delhi,2019,3
2442,110059,300007,delhi,2019,3
2443,110092,248727,delhi,2019,3
2444,110086,194575,delhi,2019,3
2445,110085,180186,delhi,2019,3
2446,110044,178410,delhi,2019,3
2447,110096,164301,delhi,2019,3
2448,110041,163228,delhi,2019,3
2449,110001,148352,delhi,2019,3
2450,110094,146798,delhi,2019,3
2451,110043,144276,delhi,2019,3
2452,west,1081496,delhi,2019,4
2453,south east delhi,883080,delhi,2019,4
2454,north west,758620,delhi,2019,4
2455,new delhi,757888,delhi,2019,4
2456,central delhi,711015,delhi,2019,4
2457,south west,605482,delhi,2019,4
2458,north,598910,delhi,2019,4
2459,east,568283,delhi,2019,4
2460,south,533716,delhi,2019,4
2461,shahdara,425305,delhi,2019,4
2462,110059,320535,delhi,2019,4
2463,110092,264380,delhi,2019,4
2464,110086,209488,delhi,2019,4
2465,110044,192424,delhi,2019,4
2466,110085,189774,delhi,2019,4
2467,110041,177838,delhi,2019,4
2468,110096,176194,delhi,2019,4
2469,110094,161096,delhi,2019,4
2470,110001,160180,delhi,2019,4
2471,110053,156000,delhi,2019,4
2472,west,1160353,delhi,2020,1
2473,south east delhi,947535,delhi,2020,1
2474,north west,814249,delhi,2020,1
2475,new delhi,810489,delhi,2020,1
2476,central delhi,765149,delhi,2020,1
2477,north,648654,delhi,2020,1
2478,south west,644981,delhi,2020,1
2479,east,604768,delhi,2020,1
2480,south,570329,delhi,2020,1
2481,shahdara,460186,delhi,2020,1
2482,110059,342152,delhi,2020,1
2483,110092,280039,delhi,2020,1
2484,110086,226703,delhi,2020,1
2485,110044,207511,delhi,2020,1
2486,110085,200098,delhi,2020,1
2487,110041,194243,delhi,2020,1
2488,110096,187975,delhi,2020,1
2489,110094,175645,delhi,2020,1
2490,110001,171087,delhi,2020,1
2491,110053,170522,delhi,2020,1
2492,west,1243875,delhi,2020,2
2493,south east delhi,1011931,delhi,2020,2
2494,north west,877218,delhi,2020,2
2495,new delhi,858515,delhi,2020,2
2496,central delhi,821609,delhi,2020,2
2497,north,704186,delhi,2020,2
2498,south west,688199,delhi,2020,2
2499,east,641233,delhi,2020,2
2500,south,608062,delhi,2020,2
2501,shahdara,498710,delhi,2020,2
2502,110059,365614,delhi,2020,2
2503,110092,295000,delhi,2020,2
2504,110086,246312,delhi,2020,2
2505,110044,223161,delhi,2020,2
2506,110041,211987,delhi,2020,2
2507,110085,211869,delhi,2020,2
2508,110096,199631,delhi,2020,2
2509,110094,192135,delhi,2020,2
2510,110053,186853,delhi,2020,2
2511,110042,186007,delhi,2020,2
2512,west,1343895,delhi,2020,3
2513,south east delhi,1088989,delhi,2020,3
2514,north west,946954,delhi,2020,3
2515,new delhi,912051,delhi,2020,3
2516,central delhi,888536,delhi,2020,3
2517,north,763389,delhi,2020,3
2518,south west,739034,delhi,2020,3
2519,east,685955,delhi,2020,3
2520,south,651616,delhi,2020,3
2521,shahdara,543831,delhi,2020,3
2522,110059,393571,delhi,2020,3
2523,110092,314384,delhi,2020,3
2524,110086,267186,delhi,2020,3
2525,110044,240937,delhi,2020,3
2526,110041,231602,delhi,2020,3
2527,110085,225882,delhi,2020,3
2528,110096,213595,delhi,2020,3
2529,110094,210508,delhi,2020,3
2530,110053,205752,delhi,2020,3
2531,110042,202151,delhi,2020,3
2532,west,1451042,delhi,2020,4
2533,south east delhi,1174221,delhi,2020,4
2534,north west,1019187,delhi,2020,4
2535,new delhi,971715,delhi,2020,4
2536,central delhi,962750,delhi,2020,4
2537,north,827019,delhi,2020,4
2538,south west,792331,delhi,2020,4
2539,east,734091,delhi,2020,4
2540,south,699303,delhi,2020,4
2541,shahdara,591192,delhi,2020,4
2542,110059,423149,delhi,2020,4
2543,110092,335783,delhi,2020,4
2544,110086,288308,delhi,2020,4
2545,110044,259476,delhi,2020,4
2546,110041,252304,delhi,2020,4
2547,110085,241334,delhi,2020,4
2548,110094,230259,delhi,2020,4
2549,110096,228635,delhi,2020,4
2550,110053,226890,delhi,2020,4
2551,110042,219941,delhi,2020,4
2552,west,1559112,delhi,2021,1
2553,south east delhi,1260645,delhi,2021,1
2554,north west,1094464,delhi,2021,1
2555,new delhi,1039016,delhi,2021,1
2556,central delhi,1035060,delhi,2021,1
2557,north,890194,delhi,2021,1
2558,south west,849223,delhi,2021,1
2559,east,786308,delhi,2021,1
2560,south,749173,delhi,2021,1
2561,shahdara,636908,delhi,2021,1
2562,110059,454201,delhi,2021,1
2563,110092,359376,delhi,2021,1
2564,110086,310419,delhi,2021,1
2565,110044,278606,delhi,2021,1
2566,110041,272303,delhi,2021,1
2567,110085,257921,delhi,2021,1
2568,110094,248570,delhi,2021,1
2569,110053,245562,delhi,2021,1
2570,110096,245046,delhi,2021,1
2571,110042,237271,delhi,2021,1
2572,west,1666267,delhi,2021,2
2573,south east delhi,1346063,delhi,2021,2
2574,north west,1170137,delhi,2021,2
2575,new delhi,1108471,delhi,2021,2
2576,central delhi,1105640,delhi,2021,2
2577,north,952374,delhi,2021,2
2578,south west,906878,delhi,2021,2
2579,east,839185,delhi,2021,2
2580,south,799590,delhi,2021,2
2581,shahdara,681073,delhi,2021,2
2582,110059,485328,delhi,2021,2
2583,110092,383095,delhi,2021,2
2584,110086,332618,delhi,2021,2
2585,110044,297678,delhi,2021,2
2586,110041,291909,delhi,2021,2
2587,110085,275085,delhi,2021,2
2588,110094,266143,delhi,2021,2
2589,110053,262977,delhi,2021,2
2590,110096,261791,delhi,2021,2
2591,110042,254105,delhi,2021,2
2592,west,1785309,delhi,2021,3
2593,south east delhi,1441462,delhi,2021,3
2594,north west,1254464,delhi,2021,3
2595,new delhi,1185588,delhi,2021,3
2596,central delhi,1184217,delhi,2021,3
2597,north,1022251,delhi,2021,3
2598,south west,971552,delhi,2021,3
2599,east,898137,delhi,2021,3
2600,south,855177,delhi,2021,3
2601,shahdara,730209,delhi,2021,3
2602,110059,520096,delhi,2021,3
2603,110092,409520,delhi,2021,3
2604,110086,357590,delhi,2021,3
2605,110044,319096,delhi,2021,3
2606,110041,314015,delhi,2021,3
2607,110085,293937,delhi,2021,3
2608,110094,285714,delhi,2021,3
2609,110053,282380,delhi,2021,3
2610,110096,280334,delhi,2021,3
2611,110042,273110,delhi,2021,3
2612,west,1905278,delhi,2021,4
2613,south east delhi,1537814,delhi,2021,4
2614,north west,1339480,delhi,2021,4
2615,central delhi,1263911,delhi,2021,4
2616,new delhi,1263818,delhi,2021,4
2617,north,1093028,delhi,2021,4
2618,south west,1036466,delhi,2021,4
2619,east,957392,delhi,2021,4
2620,south,911399,delhi,2021,4
2621,shahdara,779798,delhi,2021,4
2622,110059,555449,delhi,2021,4
2623,110092,436075,delhi,2021,4
2624,110086,382858,delhi,2021,4
2625,110044,340833,delhi,2021,4
2626,110041,336405,delhi,2021,4
2627,110085,312819,delhi,2021,4
2628,110094,305422,delhi,2021,4
2629,110053,301988,delhi,2021,4
2630,110096,299233,delhi,2021,4
2631,110042,292597,delhi,2021,4
2632,west,2017435,delhi,2022,1
2633,south east delhi,1628157,delhi,2022,1
2634,north west,1419688,delhi,2022,1
2635,central delhi,1338465,delhi,2022,1
2636,new delhi,1336911,delhi,2022,1
2637,north,1159277,delhi,2022,1
2638,south west,1097016,delhi,2022,1
2639,east,1013024,delhi,2022,1
2640,south,963775,delhi,2022,1
2641,shahdara,826148,delhi,2022,1
2642,110059,588266,delhi,2022,1
2643,110092,460951,delhi,2022,1
2644,110086,406863,delhi,2022,1
2645,110044,361314,delhi,2022,1
2646,110041,357509,delhi,2022,1
2647,110085,330413,delhi,2022,1
2648,110094,324145,delhi,2022,1
2649,110053,320362,delhi,2022,1
2650,110096,316906,delhi,2022,1
2651,110042,310672,delhi,2022,1
2652,north goa,57769,goa,2018,1
2653,south goa,34167,goa,2018,1
2654,403516,6466,goa,2018,1
2655,403601,5251,goa,2018,1
2656,403001,5240,goa,2018,1
2657,403401,5138,goa,2018,1
2658,403802,3850,goa,2018,1
2659,403722,3844,goa,2018,1
2660,403507,3831,goa,2018,1
2661,403521,2841,goa,2018,1
2662,403515,2443,goa,2018,1
2663,403509,2386,goa,2018,1
2664,north goa,76192,goa,2018,2
2665,south goa,45982,goa,2018,2
2666,403516,8301,goa,2018,2
2667,403001,7089,goa,2018,2
2668,403601,6974,goa,2018,2
2669,403401,6685,goa,2018,2
2670,403722,5343,goa,2018,2
2671,403802,5119,goa,2018,2
2672,403507,4991,goa,2018,2
2673,403521,3804,goa,2018,2
2674,403515,3277,goa,2018,2
2675,403509,3077,goa,2018,2
2676,north goa,95307,goa,2018,3
2677,south goa,58495,goa,2018,3
2678,403516,9997,goa,2018,3
2679,403001,8932,goa,2018,3
2680,403601,8721,goa,2018,3
2681,403401,8256,goa,2018,3
2682,403722,7084,goa,2018,3
2683,403802,6453,goa,2018,3
2684,403507,6272,goa,2018,3
2685,403521,4797,goa,2018,3
2686,403515,4153,goa,2018,3
2687,403801,3775,goa,2018,3
2688,north goa,121001,goa,2018,4
2689,south goa,74349,goa,2018,4
2690,403516,12486,goa,2018,4
2691,403001,11471,goa,2018,4
2692,403601,10977,goa,2018,4
2693,403401,10356,goa,2018,4
2694,403722,9148,goa,2018,4
2695,403802,8151,goa,2018,4
2696,403507,7980,goa,2018,4
2697,403521,6106,goa,2018,4
2698,403515,5194,goa,2018,4
2699,403509,4753,goa,2018,4
2700,north goa,147802,goa,2019,1
2701,south goa,90350,goa,2019,1
2702,403516,15021,goa,2019,1
2703,403001,14063,goa,2019,1
2704,403601,13406,goa,2019,1
2705,403401,12431,goa,2019,1
2706,403722,11012,goa,2019,1
2707,403802,9859,goa,2019,1
2708,403507,9777,goa,2019,1
2709,403521,7471,goa,2019,1
2710,403515,6247,goa,2019,1
2711,403512,5763,goa,2019,1
2712,north goa,173002,goa,2019,2
2713,south goa,105938,goa,2019,2
2714,403516,17020,goa,2019,2
2715,403001,16546,goa,2019,2
2716,403601,15906,goa,2019,2
2717,403401,14462,goa,2019,2
2718,403722,12443,goa,2019,2
2719,403802,11642,goa,2019,2
2720,403507,11602,goa,2019,2
2721,403521,8708,goa,2019,2
2722,403515,7164,goa,2019,2
2723,403512,6805,goa,2019,2
2724,north goa,197361,goa,2019,3
2725,south goa,119833,goa,2019,3
2726,403516,19191,goa,2019,3
2727,403001,18952,goa,2019,3
2728,403601,18205,goa,2019,3
2729,403401,16425,goa,2019,3
2730,403722,13795,goa,2019,3
2731,403507,13252,goa,2019,3
2732,403802,13185,goa,2019,3
2733,403521,10022,goa,2019,3
2734,403515,8059,goa,2019,3
2735,403512,7853,goa,2019,3
2736,north goa,220385,goa,2019,4
2737,south goa,133161,goa,2019,4
2738,403516,21230,goa,2019,4
2739,403001,20952,goa,2019,4
2740,403601,20128,goa,2019,4
2741,403401,18284,goa,2019,4
2742,403722,15231,goa,2019,4
2743,403507,14800,goa,2019,4
2744,403802,14490,goa,2019,4
2745,403521,11139,goa,2019,4
2746,403515,8917,goa,2019,4
2747,403512,8854,goa,2019,4
2748,north goa,244309,goa,2020,1
2749,south goa,147591,goa,2020,1
2750,403516,23160,goa,2020,1
2751,403001,22905,goa,2020,1
2752,403601,22252,goa,2020,1
2753,403401,20276,goa,2020,1
2754,403722,16611,goa,2020,1
2755,403507,16487,goa,2020,1
2756,403802,16084,goa,2020,1
2757,403521,12266,goa,2020,1
2758,403512,9989,goa,2020,1
2759,403515,9727,goa,2020,1
2760,north goa,267533,goa,2020,2
2761,south goa,163106,goa,2020,2
2762,403001,24693,goa,2020,2
2763,403601,24596,goa,2020,2
2764,403516,24526,goa,2020,2
2765,403401,22379,goa,2020,2
2766,403507,18333,goa,2020,2
2767,403722,17947,goa,2020,2
2768,403802,17824,goa,2020,2
2769,403521,13409,goa,2020,2
2770,403512,11037,goa,2020,2
2771,403515,10353,goa,2020,2
2772,north goa,294195,goa,2020,3
2773,south goa,180767,goa,2020,3
2774,403601,27208,goa,2020,3
2775,403001,26737,goa,2020,3
2776,403516,26198,goa,2020,3
2777,403401,24797,goa,2020,3
2778,403507,20441,goa,2020,3
2779,403802,19674,goa,2020,3
2780,403722,19552,goa,2020,3
2781,403521,14524,goa,2020,3
2782,403512,12307,goa,2020,3
2783,403515,11111,goa,2020,3
2784,north goa,326479,goa,2020,4
2785,south goa,201105,goa,2020,4
2786,403601,30363,goa,2020,4
2787,403001,29484,goa,2020,4
2788,403516,28745,goa,2020,4
2789,403401,27577,goa,2020,4
2790,403507,22919,goa,2020,4
2791,403802,21866,goa,2020,4
2792,403722,21365,goa,2020,4
2793,403521,16004,goa,2020,4
2794,403512,13802,goa,2020,4
2795,403515,12169,goa,2020,4
2796,north goa,352593,goa,2021,1
2797,south goa,217442,goa,2021,1
2798,403601,32812,goa,2021,1
2799,403001,31639,goa,2021,1
2800,403516,31109,goa,2021,1
2801,403401,29759,goa,2021,1
2802,403507,24789,goa,2021,1
2803,403802,23590,goa,2021,1
2804,403722,23019,goa,2021,1
2805,403521,17278,goa,2021,1
2806,403512,15009,goa,2021,1
2807,403515,13117,goa,2021,1
2808,north goa,376703,goa,2021,2
2809,south goa,232403,goa,2021,2
2810,403601,35016,goa,2021,2
2811,403001,33753,goa,2021,2
2812,403516,33166,goa,2021,2
2813,403401,31770,goa,2021,2
2814,403507,26546,goa,2021,2
