,name,state,year,quarter,count,amount
5260,idukki district,kerala,2021,1,813440,1591435733.397046
5261,thiruvananthapuram district,kerala,2021,2,4154572,6743334746.137385
5262,kasaragod district,kerala,2021,2,1144742,2009156405.2288404
5263,malappuram district,kerala,2021,2,4693842,7117221910.053398
5264,pathanamthitta district,kerala,2021,2,1063832,1781057248.381074
5265,wayanad district,kerala,2021,2,1156091,1909814954.3066154
5266,alappuzha district,kerala,2021,2,1921008,3048000026.8000603
5267,kozhikode district,kerala,2021,2,4726028,7499008472.489387
5268,kollam district,kerala,2021,2,2534369,4330614971.237995
5269,thrissur district,kerala,2021,2,3881737,6752401585.982383
5270,palakkad district,kerala,2021,2,2232317,3954891660.837982
5271,kannur district,kerala,2021,2,2477621,4226966852.6657553
5272,kottayam district,kerala,2021,2,2131122,3543155910.9216585
5273,ernakulam district,kerala,2021,2,14177054,19704497753.319965
5274,idukki district,kerala,2021,2,896698,1606683937.7940414
5275,thiruvananthapuram district,kerala,2021,3,5427449,9208113081.714626
5276,kasaragod district,kerala,2021,3,1491783,2655059896.771513
5277,malappuram district,kerala,2021,3,6691321,10228243297.037325
5278,pathanamthitta district,kerala,2021,3,1284731,2343169622.665164
5279,wayanad district,kerala,2021,3,1598807,2703543869.06237
5280,alappuzha district,kerala,2021,3,2505822,4227398745.144793
5281,kozhikode district,kerala,2021,3,6483184,10352351671.467161
5282,kollam district,kerala,2021,3,3321904,6085539500.552663
5283,thrissur district,kerala,2021,3,5059971,9074305921.546797
5284,palakkad district,kerala,2021,3,2841134,5273353074.481866
5285,kannur district,kerala,2021,3,3200023,5705948607.452806
5286,kottayam district,kerala,2021,3,2719376,4787914328.519009
5287,ernakulam district,kerala,2021,3,19207421,26757448740.357033
5288,idukki district,kerala,2021,3,1195340,2283771416.356572
5289,thiruvananthapuram district,kerala,2021,4,6802679,10882144450.411564
5290,kasaragod district,kerala,2021,4,1952678,3359697890.1197686
5291,malappuram district,kerala,2021,4,8689226,12215744694.721281
5292,pathanamthitta district,kerala,2021,4,1682712,2933380203.6844797
5293,wayanad district,kerala,2021,4,2239644,3471143216.2120275
5294,alappuzha district,kerala,2021,4,3177335,5086522403.521093
5295,kozhikode district,kerala,2021,4,8306264,12437421004.466854
5296,kollam district,kerala,2021,4,4107417,7277474405.384279
5297,thrissur district,kerala,2021,4,6471411,10748756930.39449
5298,palakkad district,kerala,2021,4,3813936,6473706354.941971
5299,kannur district,kerala,2021,4,4171542,6945109953.226887
5300,kottayam district,kerala,2021,4,3504049,5843770525.961052
5301,ernakulam district,kerala,2021,4,25306923,32778937436.49068
5302,idukki district,kerala,2021,4,1597925,2888327473.827167
5303,thiruvananthapuram district,kerala,2022,1,7747326,12106537679.278353
5304,kasaragod district,kerala,2022,1,2282517,3923072928.3004293
5305,malappuram district,kerala,2022,1,10270093,13968886082.9426
5306,pathanamthitta district,kerala,2022,1,1963871,3361963455.2387085
5307,wayanad district,kerala,2022,1,2620413,4017486262.8773155
5308,alappuzha district,kerala,2022,1,3687088,5795828219.423043
5309,kozhikode district,kerala,2022,1,9526680,13732159882.740732
5310,kollam district,kerala,2022,1,4851496,8628660586.960697
5311,thrissur district,kerala,2022,1,7612460,12265599938.768522
5312,palakkad district,kerala,2022,1,4504996,7445457072.739984
5313,kannur district,kerala,2022,1,4837076,7882293599.26064
5314,kottayam district,kerala,2022,1,4029330,6642441538.163085
5315,ernakulam district,kerala,2022,1,29451475,36915318572.07093
5316,idukki district,kerala,2022,1,1896144,3303236645.929193
5317,kargil district,ladakh,2018,1,1244,3430931.079044319
5318,leh ladakh district,ladakh,2018,1,4845,9101926.692070464
5319,kargil district,ladakh,2018,2,4041,14170742.184864359
5320,leh ladakh district,ladakh,2018,2,10969,33164160.35287711
5321,kargil district,ladakh,2018,3,6149,20173133.975538384
5322,leh ladakh district,ladakh,2018,3,18715,63917843.16930765
5323,kargil district,ladakh,2018,4,8373,31643842.130934663
5324,leh ladakh district,ladakh,2018,4,26838,103879000.36170289
5325,kargil district,ladakh,2019,1,9825,34328560.502981424
5326,leh ladakh district,ladakh,2019,1,36320,118531360.44614574
5327,kargil district,ladakh,2019,2,15289,57479644.79749024
5328,leh ladakh district,ladakh,2019,2,53483,201775862.19993445
5329,kargil district,ladakh,2019,3,13855,47841053.992474176
5330,leh ladakh district,ladakh,2019,3,78541,283288473.2013481
5331,kargil district,ladakh,2019,4,5302,22099751.43707087
5332,leh ladakh district,ladakh,2019,4,79404,302589608.5910406
5333,kargil district,ladakh,2020,1,24169,68749860.73527026
5334,leh ladakh district,ladakh,2020,1,92250,308889816.71047306
5335,kargil district,ladakh,2020,2,38403,125414514.13487196
5336,leh ladakh district,ladakh,2020,2,116607,398378484.5171527
5337,kargil district,ladakh,2020,3,53708,183140893.8302123
5338,leh ladakh district,ladakh,2020,3,174514,652346606.227981
5339,kargil district,ladakh,2020,4,79680,242682676.5979519
5340,leh ladakh district,ladakh,2020,4,252454,869280793.9100087
5341,kargil district,ladakh,2021,1,58756,181498257.68860364
5342,leh ladakh district,ladakh,2021,1,216659,801921555.5582755
5343,kargil district,ladakh,2021,2,91914,284985335.7109177
5344,leh ladakh district,ladakh,2021,2,307802,1142273759.759401
5345,kargil district,ladakh,2021,3,128949,444521407.39904046
5346,leh ladakh district,ladakh,2021,3,462038,1769463336.535549
5347,kargil district,ladakh,2021,4,134957,416648293.67971766
5348,leh ladakh district,ladakh,2021,4,495230,1736886845.1005514
5349,kargil district,ladakh,2022,1,129349,371130651.77577716
5350,leh ladakh district,ladakh,2022,1,500666,1653910267.0664315
5351,lakshadweep district,lakshadweep,2018,1,778,1928611.1808777403
5352,lakshadweep district,lakshadweep,2018,2,2132,6187809.539400538
5353,lakshadweep district,lakshadweep,2018,3,1703,4339032.311985849
5354,lakshadweep district,lakshadweep,2018,4,1642,4463213.698222831
5355,lakshadweep district,lakshadweep,2019,1,2481,8786130.479338996
5356,lakshadweep district,lakshadweep,2019,2,2926,9242524.13698889
5357,lakshadweep district,lakshadweep,2019,3,3104,9651761.463768471
5358,lakshadweep district,lakshadweep,2019,4,3765,11269913.40492385
5359,lakshadweep district,lakshadweep,2020,1,5151,13502368.574504208
5360,lakshadweep district,lakshadweep,2020,2,7220,16942922.085944396
5361,lakshadweep district,lakshadweep,2020,3,8589,21306833.308656827
5362,lakshadweep district,lakshadweep,2020,4,11650,30111317.91708039
5363,lakshadweep district,lakshadweep,2021,1,9085,27042782.914081153
5364,lakshadweep district,lakshadweep,2021,2,11384,27383463.65795153
5365,lakshadweep district,lakshadweep,2021,3,13370,38803163.698768154
5366,lakshadweep district,lakshadweep,2021,4,15470,50998185.528381005
5367,lakshadweep district,lakshadweep,2022,1,16397,54939432.65393007
5368,morena district,madhya-pradesh,2018,1,107452,106573744.57901591
5369,alirajpur district,madhya-pradesh,2018,1,7310,11011810.083897822
5370,sehore district,madhya-pradesh,2018,1,262578,253627459.66805387
5371,rajgarh district,madhya-pradesh,2018,1,131433,149723488.76834947
5372,khargone district,madhya-pradesh,2018,1,108869,135612637.10380074
5373,satna district,madhya-pradesh,2018,1,169230,142054016.78233927
5374,narsinghpur district,madhya-pradesh,2018,1,116931,87244331.64517592
5375,jabalpur district,madhya-pradesh,2018,1,294739,336129604.08967173
5376,hoshangabad district,madhya-pradesh,2018,1,121682,116991872.45728236
5377,vidisha district,madhya-pradesh,2018,1,152184,134130249.62969616
5378,balaghat district,madhya-pradesh,2018,1,99805,96872703.12182495
5379,singrauli district,madhya-pradesh,2018,1,146704,180771690.58508784
5380,betul district,madhya-pradesh,2018,1,121719,120159354.6142154
5381,sidhi district,madhya-pradesh,2018,1,61516,79354632.01562992
5382,datia district,madhya-pradesh,2018,1,43232,30601928.396779343
5383,dewas district,madhya-pradesh,2018,1,187518,204604018.77963144
5384,sheopur district,madhya-pradesh,2018,1,26051,23353770.837954573
5385,neemuch district,madhya-pradesh,2018,1,73718,64779675.82075251
5386,raisen district,madhya-pradesh,2018,1,157756,124143402.5560421
5387,mandsaur district,madhya-pradesh,2018,1,97213,82585094.000837
5388,barwani district,madhya-pradesh,2018,1,31525,42701906.924564995
5389,katni district,madhya-pradesh,2018,1,65116,54955544.75398399
5390,dindori district,madhya-pradesh,2018,1,19124,20882302.025467403
5391,shivpuri district,madhya-pradesh,2018,1,69731,59453330.49424065
5392,gwalior district,madhya-pradesh,2018,1,354555,437805408.20386726
5393,anuppur district,madhya-pradesh,2018,1,52207,53676545.83744537
5394,agar malwa district,madhya-pradesh,2018,1,46312,90606925.9503863
5395,ashoknagar district,madhya-pradesh,2018,1,37316,37659899.30267913
5396,sagar district,madhya-pradesh,2018,1,217079,158907811.38195506
5397,niwari district,madhya-pradesh,2018,1,20669,12106652.783882208
5398,rewa district,madhya-pradesh,2018,1,210786,249549304.77768272
5399,shajapur district,madhya-pradesh,2018,1,100763,96403911.7122278
5400,ujjain district,madhya-pradesh,2018,1,223180,258084907.5951738
5401,bhind district,madhya-pradesh,2018,1,101429,79340297.0941518
5402,tikamgarh district,madhya-pradesh,2018,1,53683,47488844.27677544
5403,seoni district,madhya-pradesh,2018,1,82748,68746483.32036975
5404,harda district,madhya-pradesh,2018,1,43384,50800702.05670587
5405,burhanpur district,madhya-pradesh,2018,1,30712,33868567.81292613
5406,damoh district,madhya-pradesh,2018,1,69994,52032411.78231111
5407,bhopal district,madhya-pradesh,2018,1,1704495,1905473874.832672
5408,jhabua district,madhya-pradesh,2018,1,20133,23988491.443421148
5409,dhar district,madhya-pradesh,2018,1,183246,206440756.11008483
5410,guna district,madhya-pradesh,2018,1,99030,81652639.69518772
5411,east nimar district,madhya-pradesh,2018,1,71864,82356693.06047082
5412,chhindwara district,madhya-pradesh,2018,1,169657,137580364.62210193
5413,umaria district,madhya-pradesh,2018,1,31009,31995694.237235516
5414,mandla district,madhya-pradesh,2018,1,28899,37490484.59254223
5415,indore district,madhya-pradesh,2018,1,1066784,1455149304.9952686
5416,shahdol district,madhya-pradesh,2018,1,64833,84881495.14477745
5417,ratlam district,madhya-pradesh,2018,1,128218,147489689.59998304
5418,panna district,madhya-pradesh,2018,1,37817,27325866.56663143
5419,chhatarpur district,madhya-pradesh,2018,1,101457,74380804.92252028
5420,morena district,madhya-pradesh,2018,2,140175,210264909.09886336
5421,alirajpur district,madhya-pradesh,2018,2,11022,21203028.47644373
5422,sehore district,madhya-pradesh,2018,2,344826,478416852.5884153
5423,rajgarh district,madhya-pradesh,2018,2,191089,323456380.1876123
5424,khargone district,madhya-pradesh,2018,2,148822,248645678.44816822
5425,satna district,madhya-pradesh,2018,2,242463,270342008.7411064
5426,narsinghpur district,madhya-pradesh,2018,2,173263,187137161.82422045
5427,jabalpur district,madhya-pradesh,2018,2,422639,584301958.944094
5428,hoshangabad district,madhya-pradesh,2018,2,160516,259286994.40054798
5429,vidisha district,madhya-pradesh,2018,2,206091,269816199.5111784
5430,balaghat district,madhya-pradesh,2018,2,143103,195633852.35640132
5431,singrauli district,madhya-pradesh,2018,2,197668,353747944.2448121
5432,betul district,madhya-pradesh,2018,2,166350,221353395.3975936
5433,sidhi district,madhya-pradesh,2018,2,85270,170776755.87162167
5434,datia district,madhya-pradesh,2018,2,69866,80851949.8526532
5435,dewas district,madhya-pradesh,2018,2,237116,373245353.2305236
5436,sheopur district,madhya-pradesh,2018,2,35135,56890745.443421535
5437,neemuch district,madhya-pradesh,2018,2,84147,126296373.11142942
5438,raisen district,madhya-pradesh,2018,2,185436,235343086.37532064
5439,mandsaur district,madhya-pradesh,2018,2,124845,177321632.50603038
5440,barwani district,madhya-pradesh,2018,2,46585,84341593.30239312
5441,katni district,madhya-pradesh,2018,2,87813,125498503.80003998
5442,dindori district,madhya-pradesh,2018,2,29598,50389328.11277872
5443,shivpuri district,madhya-pradesh,2018,2,102351,123721424.84893346
5444,gwalior district,madhya-pradesh,2018,2,489851,768942832.0715544
5445,anuppur district,madhya-pradesh,2018,2,75195,128975584.0702453
5446,agar malwa district,madhya-pradesh,2018,2,68342,176571578.38007817
5447,ashoknagar district,madhya-pradesh,2018,2,54242,89964031.53897266
5448,sagar district,madhya-pradesh,2018,2,267894,314107092.19693184
5449,niwari district,madhya-pradesh,2018,2,27058,24959522.511478625
5450,rewa district,madhya-pradesh,2018,2,298854,492363779.31866646
5451,shajapur district,madhya-pradesh,2018,2,129061,175288994.9085207
5452,ujjain district,madhya-pradesh,2018,2,291630,463505751.4854503
5453,bhind district,madhya-pradesh,2018,2,126920,171639410.87180024
5454,tikamgarh district,madhya-pradesh,2018,2,68970,93783367.76871929
5455,seoni district,madhya-pradesh,2018,2,112462,149334604.6554795
5456,harda district,madhya-pradesh,2018,2,60536,124597087.15401682
5457,burhanpur district,madhya-pradesh,2018,2,47282,71514661.9044576
5458,damoh district,madhya-pradesh,2018,2,80644,107757242.71786109
5459,bhopal district,madhya-pradesh,2018,2,2101870,3162583722.748327
5460,jhabua district,madhya-pradesh,2018,2,26063,41023385.13816187
5461,dhar district,madhya-pradesh,2018,2,238497,351923712.98836184
5462,guna district,madhya-pradesh,2018,2,168387,187110752.5424232
5463,east nimar district,madhya-pradesh,2018,2,99771,146718815.95123044
5464,chhindwara district,madhya-pradesh,2018,2,210555,261719220.92039597
5465,umaria district,madhya-pradesh,2018,2,41149,63869947.88495587
5466,mandla district,madhya-pradesh,2018,2,42090,73926032.85240582
5467,indore district,madhya-pradesh,2018,2,1375908,2404399122.9028625
5468,shahdol district,madhya-pradesh,2018,2,92269,170374864.66123608
5469,ratlam district,madhya-pradesh,2018,2,157631,265107190.3534137
5470,panna district,madhya-pradesh,2018,2,55200,68661778.11171293
5471,chhatarpur district,madhya-pradesh,2018,2,116892,145073867.39570677
5472,morena district,madhya-pradesh,2018,3,225109,314162389.21277374
5473,alirajpur district,madhya-pradesh,2018,3,14499,31329484.45765715
5474,sehore district,madhya-pradesh,2018,3,758026,813770551.0306485
5475,rajgarh district,madhya-pradesh,2018,3,264264,490284208.9358903
5476,khargone district,madhya-pradesh,2018,3,212212,367653656.9228988
5477,satna district,madhya-pradesh,2018,3,336587,384859967.68634284
5478,narsinghpur district,madhya-pradesh,2018,3,426854,345889819.40697944
5479,jabalpur district,madhya-pradesh,2018,3,701227,958869249.390048
5480,hoshangabad district,madhya-pradesh,2018,3,232423,350613568.04801667
5481,vidisha district,madhya-pradesh,2018,3,356894,387577329.34462994
5482,balaghat district,madhya-pradesh,2018,3,206889,288749854.0352216
5483,singrauli district,madhya-pradesh,2018,3,293194,484603524.85429597
5484,betul district,madhya-pradesh,2018,3,255158,341596958.56045556
5485,sidhi district,madhya-pradesh,2018,3,103433,217219534.02579975
5486,datia district,madhya-pradesh,2018,3,80900,111289100.34853539
5487,dewas district,madhya-pradesh,2018,3,396402,573244078.7266996
5488,sheopur district,madhya-pradesh,2018,3,47777,70204603.37693526
5489,neemuch district,madhya-pradesh,2018,3,118927,193198515.27127546
5490,raisen district,madhya-pradesh,2018,3,293648,347162115.3304596
5491,mandsaur district,madhya-pradesh,2018,3,191633,279080875.19769007
5492,barwani district,madhya-pradesh,2018,3,78050,129885904.69348633
5493,katni district,madhya-pradesh,2018,3,135537,191678963.28104156
5494,dindori district,madhya-pradesh,2018,3,48720,104963346.04509656
5495,shivpuri district,madhya-pradesh,2018,3,247121,251982372.40395808
5496,gwalior district,madhya-pradesh,2018,3,726317,1161920835.789859
5497,anuppur district,madhya-pradesh,2018,3,134714,214472109.76509666
5498,agar malwa district,madhya-pradesh,2018,3,80868,205469348.73109734
5499,ashoknagar district,madhya-pradesh,2018,3,111938,147015385.9868574
5500,sagar district,madhya-pradesh,2018,3,792217,664927054.0421132
5501,niwari district,madhya-pradesh,2018,3,29194,41047174.13133386
5502,rewa district,madhya-pradesh,2018,3,566062,685929451.0927081
5503,shajapur district,madhya-pradesh,2018,3,199572,298525129.14149654
5504,ujjain district,madhya-pradesh,2018,3,498756,721272323.6353652
5505,bhind district,madhya-pradesh,2018,3,189161,242565162.35289013
5506,tikamgarh district,madhya-pradesh,2018,3,85323,134625754.00800335
5507,seoni district,madhya-pradesh,2018,3,195122,241275224.7784125
5508,harda district,madhya-pradesh,2018,3,83258,144520947.8271768
5509,burhanpur district,madhya-pradesh,2018,3,70022,104462490.18066044
5510,damoh district,madhya-pradesh,2018,3,110626,151909658.6639632
5511,bhopal district,madhya-pradesh,2018,3,3157810,4500771533.49004
5512,jhabua district,madhya-pradesh,2018,3,38916,63326929.53735356
5513,dhar district,madhya-pradesh,2018,3,425936,570906796.1316426
5514,guna district,madhya-pradesh,2018,3,286324,342644569.4119593
5515,east nimar district,madhya-pradesh,2018,3,149436,217800277.66590044
5516,chhindwara district,madhya-pradesh,2018,3,321934,412767395.9846499
5517,umaria district,madhya-pradesh,2018,3,72491,120215633.0349016
5518,mandla district,madhya-pradesh,2018,3,56024,111478477.38170321
5519,indore district,madhya-pradesh,2018,3,2082530,3633508421.8101254
5520,shahdol district,madhya-pradesh,2018,3,158517,276738575.9961562
5521,ratlam district,madhya-pradesh,2018,3,278962,416785369.31813365
5522,panna district,madhya-pradesh,2018,3,60946,90293317.93701646
5523,chhatarpur district,madhya-pradesh,2018,3,138525,202696886.25763637
5524,morena district,madhya-pradesh,2018,4,271585,469203779.68138313
5525,alirajpur district,madhya-pradesh,2018,4,21963,45165476.8395529
5526,sehore district,madhya-pradesh,2018,4,783146,1051788224.0566217
5527,rajgarh district,madhya-pradesh,2018,4,347269,660055204.9792677
5528,khargone district,madhya-pradesh,2018,4,284771,547527525.733146
5529,satna district,madhya-pradesh,2018,4,483123,591600774.6822348
5530,narsinghpur district,madhya-pradesh,2018,4,258432,382951245.1955268
5531,jabalpur district,madhya-pradesh,2018,4,866243,1360238729.0313094
5532,hoshangabad district,madhya-pradesh,2018,4,308911,514857130.97617257
5533,vidisha district,madhya-pradesh,2018,4,390739,483355119.64546156
5534,balaghat district,madhya-pradesh,2018,4,338581,461847795.9647552
5535,singrauli district,madhya-pradesh,2018,4,419946,737232794.9451723
5536,betul district,madhya-pradesh,2018,4,326736,518818434.8592302
5537,sidhi district,madhya-pradesh,2018,4,175484,332466149.65630496
5538,datia district,madhya-pradesh,2018,4,122314,168858427.79693142
5539,dewas district,madhya-pradesh,2018,4,501654,821092172.381887
5540,sheopur district,madhya-pradesh,2018,4,61335,115195832.59578738
5541,neemuch district,madhya-pradesh,2018,4,174140,282369348.91748786
5542,raisen district,madhya-pradesh,2018,4,389796,524075459.1027199
5543,mandsaur district,madhya-pradesh,2018,4,277416,391917400.30971193
5544,barwani district,madhya-pradesh,2018,4,88949,180694126.4203164
5545,katni district,madhya-pradesh,2018,4,193021,294787947.0215211
5546,dindori district,madhya-pradesh,2018,4,70932,158767219.27799407
5547,shivpuri district,madhya-pradesh,2018,4,378896,353412369.5445291
5548,gwalior district,madhya-pradesh,2018,4,894712,1644666010.3465357
5549,anuppur district,madhya-pradesh,2018,4,167782,320615508.68732536
5550,agar malwa district,madhya-pradesh,2018,4,105886,260783066.15850568
5551,ashoknagar district,madhya-pradesh,2018,4,106583,194613632.92211744
5552,sagar district,madhya-pradesh,2018,4,573261,742271402.2191862
5553,niwari district,madhya-pradesh,2018,4,47128,61816022.29873501
5554,rewa district,madhya-pradesh,2018,4,588836,933681137.7141752
5555,shajapur district,madhya-pradesh,2018,4,247546,401715212.2091435
5556,ujjain district,madhya-pradesh,2018,4,585638,981666410.735889
5557,bhind district,madhya-pradesh,2018,4,228728,380235556.0017932
5558,tikamgarh district,madhya-pradesh,2018,4,128946,194635845.36831838
5559,seoni district,madhya-pradesh,2018,4,243126,359435415.4347418
5560,harda district,madhya-pradesh,2018,4,108428,192765473.87559044
5561,burhanpur district,madhya-pradesh,2018,4,88001,152806391.48599932
5562,damoh district,madhya-pradesh,2018,4,162192,223242040.90301567
5563,bhopal district,madhya-pradesh,2018,4,4226983,6249310700.95542
5564,jhabua district,madhya-pradesh,2018,4,58035,104063289.32665196
5565,dhar district,madhya-pradesh,2018,4,536104,820460181.5187452
5566,guna district,madhya-pradesh,2018,4,277175,459379018.8825216
5567,east nimar district,madhya-pradesh,2018,4,178194,299011356.48433113
5568,chhindwara district,madhya-pradesh,2018,4,431596,608429977.6942707
5569,umaria district,madhya-pradesh,2018,4,95954,164082883.5292987
5570,mandla district,madhya-pradesh,2018,4,91790,172634998.50982466
5571,indore district,madhya-pradesh,2018,4,2826520,5075021922.79704
5572,shahdol district,madhya-pradesh,2018,4,209180,388199322.82241416
5573,ratlam district,madhya-pradesh,2018,4,328469,582214576.1016406
5574,panna district,madhya-pradesh,2018,4,106697,152348677.06109083
5575,chhatarpur district,madhya-pradesh,2018,4,218683,337223351.3088259
5576,morena district,madhya-pradesh,2019,1,376798,590340172.5467699
5577,alirajpur district,madhya-pradesh,2019,1,31490,57528445.880148254
5578,sehore district,madhya-pradesh,2019,1,1598108,1381467050.209204
5579,rajgarh district,madhya-pradesh,2019,1,648061,849387423.708046
5580,khargone district,madhya-pradesh,2019,1,411986,660544853.6667627
5581,satna district,madhya-pradesh,2019,1,764362,837796202.3663837
5582,narsinghpur district,madhya-pradesh,2019,1,399379,518838319.27022743
5583,jabalpur district,madhya-pradesh,2019,1,1489827,2066194878.0751898
5584,hoshangabad district,madhya-pradesh,2019,1,553426,797390486.8744063
5585,vidisha district,madhya-pradesh,2019,1,563457,611099763.953865
5586,balaghat district,madhya-pradesh,2019,1,554447,630492988.9965429
5587,singrauli district,madhya-pradesh,2019,1,771972,909610315.8822656
5588,betul district,madhya-pradesh,2019,1,534677,672533278.2668386
5589,sidhi district,madhya-pradesh,2019,1,248937,410718619.8730597
5590,datia district,madhya-pradesh,2019,1,180925,252504015.5677335
5591,dewas district,madhya-pradesh,2019,1,911351,1084348082.083155
5592,sheopur district,madhya-pradesh,2019,1,91429,135311510.09875304
5593,neemuch district,madhya-pradesh,2019,1,354202,395660623.3520371
5594,raisen district,madhya-pradesh,2019,1,695558,725879807.2669368
5595,mandsaur district,madhya-pradesh,2019,1,483684,539074153.2850753
5596,barwani district,madhya-pradesh,2019,1,128005,219244169.14213455
5597,katni district,madhya-pradesh,2019,1,301180,409719255.6873062
5598,dindori district,madhya-pradesh,2019,1,124325,177463422.54077098
5599,shivpuri district,madhya-pradesh,2019,1,396289,453501159.67207545
5600,gwalior district,madhya-pradesh,2019,1,1342886,2088543078.353699
5601,anuppur district,madhya-pradesh,2019,1,269466,368414431.56357545
5602,agar malwa district,madhya-pradesh,2019,1,172327,287964461.44944036
5603,ashoknagar district,madhya-pradesh,2019,1,148509,228929290.71462494
5604,sagar district,madhya-pradesh,2019,1,925998,1031788235.3211449
5605,niwari district,madhya-pradesh,2019,1,71604,94651228.74141197
5606,rewa district,madhya-pradesh,2019,1,866533,1138882577.7546175
5607,shajapur district,madhya-pradesh,2019,1,424237,496437268.9084166
5608,ujjain district,madhya-pradesh,2019,1,940607,1264261226.7636352
5609,bhind district,madhya-pradesh,2019,1,359414,478039474.5692019
5610,tikamgarh district,madhya-pradesh,2019,1,196901,261488913.1219021
5611,seoni district,madhya-pradesh,2019,1,372002,502814827.1219895
5612,harda district,madhya-pradesh,2019,1,154078,230304157.91590577
5613,burhanpur district,madhya-pradesh,2019,1,112881,179246644.07640463
5614,damoh district,madhya-pradesh,2019,1,238517,302505344.2563059
5615,bhopal district,madhya-pradesh,2019,1,8252290,9878412374.297678
5616,jhabua district,madhya-pradesh,2019,1,91081,139117371.3471116
5617,dhar district,madhya-pradesh,2019,1,976357,1063530759.7629426
5618,guna district,madhya-pradesh,2019,1,405000,561823338.1452124
5619,east nimar district,madhya-pradesh,2019,1,261800,382404007.5330337
5620,chhindwara district,madhya-pradesh,2019,1,712778,883844445.1281323
5621,umaria district,madhya-pradesh,2019,1,173141,228656214.15156192
5622,mandla district,madhya-pradesh,2019,1,142749,220376060.06544745
5623,indore district,madhya-pradesh,2019,1,5731364,8462300131.378917
5624,shahdol district,madhya-pradesh,2019,1,314212,487101458.35959864
5625,ratlam district,madhya-pradesh,2019,1,547587,739522679.3292215
5626,panna district,madhya-pradesh,2019,1,157047,212311094.12142566
5627,chhatarpur district,madhya-pradesh,2019,1,325808,469959429.53119093
5628,morena district,madhya-pradesh,2019,2,343097,759305410.9408532
5629,alirajpur district,madhya-pradesh,2019,2,34336,69497452.41988502
5630,sehore district,madhya-pradesh,2019,2,1000398,1498323453.5966249
5631,rajgarh district,madhya-pradesh,2019,2,514081,1017424331.5352097
5632,khargone district,madhya-pradesh,2019,2,382282,750061980.5160892
5633,satna district,madhya-pradesh,2019,2,616768,985174475.02744
5634,narsinghpur district,madhya-pradesh,2019,2,346905,606090629.4459138
5635,jabalpur district,madhya-pradesh,2019,2,2003659,3365108021.1103716
5636,hoshangabad district,madhya-pradesh,2019,2,733352,1398321448.0271442
5637,vidisha district,madhya-pradesh,2019,2,481189,790501880.7453303
5638,balaghat district,madhya-pradesh,2019,2,449840,762685263.2847067
5639,singrauli district,madhya-pradesh,2019,2,551954,992797313.4503391
5640,betul district,madhya-pradesh,2019,2,449045,767821477.0829715
5641,sidhi district,madhya-pradesh,2019,2,233508,493694170.465987
5642,datia district,madhya-pradesh,2019,2,152773,339467343.8421911
5643,dewas district,madhya-pradesh,2019,2,705805,1221413819.1866453
5644,sheopur district,madhya-pradesh,2019,2,84977,183254253.38825667
5645,neemuch district,madhya-pradesh,2019,2,256620,436804315.37630045
5646,raisen district,madhya-pradesh,2019,2,560941,900587870.7028184
5647,mandsaur district,madhya-pradesh,2019,2,389452,635844969.502559
5648,barwani district,madhya-pradesh,2019,2,124076,248252777.2854694
5649,katni district,madhya-pradesh,2019,2,293589,520588852.0492451
5650,dindori district,madhya-pradesh,2019,2,113733,239975836.02101433
5651,shivpuri district,madhya-pradesh,2019,2,300960,547286279.7906877
5652,gwalior district,madhya-pradesh,2019,2,1264694,2419928141.075864
5653,anuppur district,madhya-pradesh,2019,2,224927,402977513.253777
5654,agar malwa district,madhya-pradesh,2019,2,149682,343520367.24746865
5655,ashoknagar district,madhya-pradesh,2019,2,137874,294579713.2675661
5656,sagar district,madhya-pradesh,2019,2,758405,1228020791.0177653
5657,niwari district,madhya-pradesh,2019,2,63955,126884358.23208058
5658,rewa district,madhya-pradesh,2019,2,718741,1390495018.41335
5659,shajapur district,madhya-pradesh,2019,2,339228,612106800.275732
5660,ujjain district,madhya-pradesh,2019,2,869522,1520840061.8610396
5661,bhind district,madhya-pradesh,2019,2,302340,626308252.5816314
5662,tikamgarh district,madhya-pradesh,2019,2,157005,307990547.122507
5663,seoni district,madhya-pradesh,2019,2,329624,648666931.8791126
5664,harda district,madhya-pradesh,2019,2,142930,326718386.40413725
5665,burhanpur district,madhya-pradesh,2019,2,105876,207175425.20322382
5666,damoh district,madhya-pradesh,2019,2,196650,365700982.5016987
5667,bhopal district,madhya-pradesh,2019,2,12031142,17309015090.75333
5668,jhabua district,madhya-pradesh,2019,2,77960,161135239.28514642
5669,dhar district,madhya-pradesh,2019,2,688408,1123223534.056122
5670,guna district,madhya-pradesh,2019,2,350879,721667755.441529
5671,east nimar district,madhya-pradesh,2019,2,258938,458126334.582946
5672,chhindwara district,madhya-pradesh,2019,2,645533,1108779630.8540792
5673,umaria district,madhya-pradesh,2019,2,138398,247440808.27591902
5674,mandla district,madhya-pradesh,2019,2,146979,272824616.43496925
5675,indore district,madhya-pradesh,2019,2,8459734,14340814113.220867
5676,shahdol district,madhya-pradesh,2019,2,283233,548392883.6818831
5677,ratlam district,madhya-pradesh,2019,2,436200,837756959.1611743
5678,panna district,madhya-pradesh,2019,2,144870,264866666.57722616
5679,chhatarpur district,madhya-pradesh,2019,2,298946,588325833.1001078
5680,morena district,madhya-pradesh,2019,3,420577,810520758.2520224
5681,alirajpur district,madhya-pradesh,2019,3,43708,73365800.59824678
